"","B cell","Dendritic cell","Macrophage","T cell","Basophil","Monocyte","Neutrophil","NK cell"
"Retnlg",2.42406541227572,0,8.98563947243255,4.4694190554752,3.26243143449706,7.56106109761186,13.3954869937111,7.94669744547132
"Rgs18",0.447738948841087,3.13955135239879,2.30817712462755,0.612419245527288,6.23837736292839,5.31012316009295,5.75723017392189,2.74723392962003
"Sh2d1a",2.09596126150675,0,3.15463802354112,6.04537634247857,0,0,2.08755478243132,6.73760951073164
"Sh2d2a",3.48403866430779,3.13955135239879,3.68456153234682,8.67123371143103,0,2.70594736231395,3.18993161311906,7.60944260554845
"Siglecf",0,3.13955135239879,4.84136855887517,2.06105877644701,3.26243143449706,3.59092816755755,4.27933768169201,0
"Skint3",0,0,0,0,0,2.70594736231395,2.08755478243132,3.25873426840017
"Slamf8",0.788937930823807,7.36686858616709,6.80312287080169,0.612419245527288,1.95059140673861,4.13541876945631,1.39239185180557,3.63558857379112
"Spib",5.68880256515703,8.36249180604606,2.30817712462755,2.65264877842219,4.18523043637647,5.09377866262286,5.01878036512903,5.78883483408681
"Tal1",0,0,0,0,1.95059140673861,0,2.55468861736944,0
"Tarm1",0,3.13955135239879,2.30817712462755,0,2.75074777180255,0,5.48795758431752,0
"Tcf7",1.06467805763924,3.13955135239879,2.30817712462755,5.87384910648388,1.95059140673861,0,3.9658968198644,6.33985000288462
"Tgtp2",2.77028279066092,5.58120058192496,5.02770935034306,6.78745716218994,0,3.59092816755755,3.00759981585816,4.57634937041645
"Themis",1.49544194978515,0,2.30817712462755,5.69395495759588,1.95059140673861,0,2.08755478243132,3.63558857379112
"Tlr13",0.788937930823807,3.13955135239879,6.00542484211354,0,0,6.07249906871707,5.50526750139022,2.74723392962003
"Tlr5",0,0,0,0,0,0,0,0
"Tnfrsf13c",6.70021758642004,5.01122725542325,2.30817712462755,3.15903347432359,0,2.70594736231395,3.80746656415794,4.88613203544172
"Tnfrsf18",4.05725476411377,6.30606168942834,2.30817712462755,6.48079927717626,4.74351311626598,0,4.15324323112606,6.33985000288462
"Tnip3",0,4.05528243550119,0,1.63936318971286,0,0,1.39239185180557,0
"Tpsb2",0,0,0,0,0,0,0,0
"Tpsg1",2.6075349139222,4.61102479730735,4.07127156493145,3.07098864606878,0,0,0,0
"Trac",4.74615001562938,4.61102479730735,4.84136855887517,9.61017479061603,0,0,5.24170303842025,6.65821148275179
"Xlr4b",3.99276315439551,4.61102479730735,3.15463802354112,6.24968318464292,1.95059140673861,4.13541876945631,2.41513518658909,2.74723392962003
"Zap70",3.11135210895057,3.13955135239879,4.37593229446041,8.05208090214856,1.95059140673861,0,3.00759981585816,6.28804210073495
"9830107B12Rik",0,0,5.19271190083162,1.04099161702309,6.29211723603162,2.70594736231395,5.84142038663533,0
"A530030E21Rik",4.9122705334675,3.13955135239879,0,0,0,0,1.05895620969413,3.93411206434354
"A930002I21Rik",0,0,0,0,0,0,0,0
"Arhgef37",0,0,2.30817712462755,0,0,0,0,1.94753258010587
"Camp",0,0,0,0,15.7731649689011,4.52978644096093,14.0467895276885,0
"Cd40lg",0,0,0,2.52591515845575,0,0,0.624533108880708,1.94753258010587
"Cebpe",0.788937930823807,0,5.71103777549133,1.86556399414932,10.1602073492987,6.56868050176304,8.44840829877849,3.63558857379112
"Gfi1b",0,0,3.15463802354112,0,1.95059140673861,3.59092816755755,1.39239185180557,0
"Gm13814",0,0,0,0,0,0,0,0
"Gm16194",0,0,0,0,2.75074777180255,0,0.624533108880708,0
"Gm43291",6.53454500560584,0,3.15463802354112,1.37098010138803,2.75074777180255,0,2.55468861736944,4.18132976471456
"Ngp",0.788937930823807,0,2.30817712462755,0,16.1022744962907,3.59092816755755,14.665467709283,4.57634937041645
"Pax5",3.92525317552295,4.05528243550119,0,0.612419245527288,0,3.59092816755755,3.62946713452515,4.88613203544172
"Prg2",8.10909499416148,3.13955135239879,3.15463802354112,2.06105877644701,5.86558705198419,5.31012316009295,9.33820641737111,1.94753258010587
"5730522E02Rik",0,0,0,0,0,0,0,0
"Ccr6",2.09596126150675,0,0,1.37098010138803,0,0,0.624533108880708,0
"Clec4a4",0,0,4.37593229446041,0.612419245527288,0,2.70594736231395,1.05895620969413,1.94753258010587
"Ear6",0,0,0,0,2.75074777180255,3.59092816755755,7.07470683382588,2.74723392962003
"Epx",0,0,0,0,1.95059140673861,4.13541876945631,6.51516163876883,1.94753258010587
"Gzmk",2.91651836554534,4.61102479730735,4.37593229446041,8.18122651055846,0,0,0,2.74723392962003
"Tmigd3",0.447738948841087,3.13955135239879,0,0,0,0,1.05895620969413,0
"Tlr8",0,0,0,0,0,0,0,0
"4930430E12Rik",0,0,2.30817712462755,0,0,0,0,0
"Muc6",2.98442882398,0,2.30817712462755,0.612419245527288,0,0,1.05895620969413,0
"Fer1l5",0,0,0,0,0,0,0,0
"Tph1",1.29607796946946,0,0,2.38696702444178,0,0,0,0
"Prr33",0,0,0,0,0,0,0,0
"Gm11695",0,0,0,0.612419245527288,0,0,0,0
"Gm6209",0,0,0,0,0,0,0.624533108880708,0
"Gm13817",0,0,0,0,0,0,0,0
"Gm8221",0,0,2.30817712462755,0,0,0,0,0
