"","B cell","Dendritic cell","Eosinophils","Macrophage","Mast cell","Monocyte","Neutrophil","NK cell","T cell","Basophil"
"Fcmr",6.38739278015372,2.87363878981213,0,3.75727520096556,6.56605403817109,2.12664364345093,4.27578440347109,6.39803107397315,4.96823041950661,3.63938476725441
"Fcrl1",4.59897259734581,3.77169840131092,0,1.88102364178907,0,2.59705557270918,3.06146062972302,0,0,2.75074777180255
"G430095P16Rik",3.60317129921064,2.87363878981213,5.19826962713627,4.60025868781767,0,4.80405495002025,2.81791733603125,5.41503749927884,3.47261905086962,1.95059140673861
"Gapt",4.75607882761588,6.00654801043969,0,5.09148033167875,0,6.12976869109225,5.25448498758782,6.39803107397315,0,6.44227813378092
"Gm13986",1.92147597360919,0,0,1.47970073985459,0,1.4241167931897,2.41209188899641,0,0,2.75074777180255
"Gm20324",2.90796283277485,3.77169840131092,0,4.16949479567175,0,2.12664364345093,2.81791733603125,0,5.68664200254895,1.95059140673861
"Gm5544",0,0,0,0,0,0,0,0,0,0
"Gm8113",2.49744379194546,3.77169840131092,0,1.88102364178907,0,0,2.28989631359693,0,0,0
"Gm9733",3.07637853111571,0,4.23703919730085,4.65250188757842,0,4.51636328667603,3.86945035179851,0,0,4.39624901000793
"Gzma",4.35872880763507,5.02881530961211,0,3.43815951738375,0,2.12664364345093,3.84795793112463,11.8074890950445,7.5918528619817,2.75074777180255
"Gzmb",0,0,0,0,5.98868468677217,0,1.44836291149692,5.41503749927884,0,0
"H2-Eb2",1.5153774254052,0,0,0,0,0,0.721038600854579,0,0,0
"I830127L07Rik",8.87467860187023,8.22143416539684,7.86507041991389,8.52948992294716,7.55842071326866,10.1212675043945,10.3376915370799,8.1931146288142,7.98598564461081,10.8835995485012
"Ifi205",1.5153774254052,4.71789329468127,0,2.8602041518545,0,4.01359760340073,0.518278820511135,0,4.40612983121254,0
"Ifitm6",6.55361858892936,6.00654801043969,7.16849304594918,6.64795391600873,6.56605403817109,7.13679265463274,10.5953900958411,6.97727992349992,7.80233684729098,10.7769113800019
"Il4",0,0,0,0,6.97727992349992,0,0.721038600854579,0,0,3.26243143449706
"Il9r",0.948128365801257,0,0,0,0,0,0.518278820511135,0,0,0
"Itga2b",1.92147597360919,0,4.23703919730085,4.60025868781767,8.55458885167764,2.59705557270918,3.16937058518344,0,0,3.9379702621365
"Itgam",5.38860951484097,6.26583755526954,5.19826962713627,6.38006797890147,6.97727992349992,6.62414619961764,8.07604975348231,0,5.68664200254895,8.69211836134288
"Itgax",0.948128365801257,6.26583755526954,0,1.88102364178907,0,2.59705557270918,1.44836291149692,5.41503749927884,3.47261905086962,1.95059140673861
"Izumo1r",0,0,0,0,0,0,0.518278820511135,0,6.16404347840421,1.95059140673861
"Klra13-ps",0,0,0,0.921782401149146,0,0,1.32932989645468,8.96866679319521,6.67256820428194,0
"Klra7",0.948128365801257,0,0,0.921782401149146,0,1.4241167931897,1.84537888345743,8.96866679319521,6.67256820428194,0
"Klra8",0.948128365801257,0,0,1.47970073985459,0,0,0.721038600854579,8.55458885167764,4.40612983121254,0
"Klrc1",2.49744379194546,2.87363878981213,4.23703919730085,1.47970073985459,0,0,2.08469066874335,8.84339767198313,6.93324357104742,1.95059140673861
"Klrd1",3.60317129921064,6.58401104316449,0,2.19465995919626,0,2.95121602057716,2.41209188899641,10.2399962398074,8.14887454754194,0
"Klre1",0.948128365801257,2.87363878981213,0,0.921782401149146,0,0,0.721038600854579,9.70448007496718,6.16404347840421,0
"Klrg1",0,0,0,0.921782401149146,0,0,0.282288864492262,6.39803107397315,0,0
"Klri2",0.948128365801257,0,0,0,0,0,0.282288864492262,6.97727992349992,0,0
"Klrk1",3.36368697581031,4.32101470768313,0,2.45213991871501,0,2.59705557270918,0.721038600854579,9.19064778003838,4.96823041950661,0
"Lck",5.45124175824163,5.02881530961211,0,4.23948111608495,5.01122725542325,4.15664067249662,3.97235698393819,8.38514338989102,9.26950452729049,3.63938476725441
"Ly6g",6.6635118121674,7.42530887029506,6.4964258261195,6.73532743787355,8.29232163280204,7.13679265463274,9.44528680578917,8.1931146288142,7.51426574766806,9.40347600884886
"Lyz1",1.5153774254052,2.87363878981213,0,3.65854363310227,0,4.61876861762124,4.73977295152621,0,0,4.39624901000793
"Mcemp1",7.3867840277817,8.12660646255946,6.97727992349992,7.82274610717483,8.140829770773,8.17432046170905,9.39430331145984,7.97154355395077,7.80233684729098,9.52628342479592
"Mfsd7a",1.5153774254052,0,0,2.45213991871501,0,3.67632516281832,0.898781857074439,0,0,0
"Mmp25",0.948128365801257,0,0,2.45213991871501,0,3.23534541767543,4.68021150153841,0,3.47261905086962,4.74351311626598
"Ms4a2",2.23801399128448,2.87363878981213,4.23703919730085,2.67055174466659,9.66799853567253,1.4241167931897,4.59246511494575,0,0,5.71633059328279
"Ms4a4b",5.72913424840123,5.28446540386771,0,4.84438996519296,6.56605403817109,6.35417145108548,4.92565270538475,11.2640515729737,10.5468457535936,3.9379702621365
"Mzb1",8.62589891788521,6.48554911191533,4.23703919730085,4.65250188757842,5.98868468677217,3.23534541767543,4.81923221700661,5.41503749927884,4.96823041950661,2.75074777180255
"Ncr1",1.5153774254052,0,0,1.47970073985459,0,1.4241167931897,1.55831898208148,9.08392248354509,3.47261905086962,0
"Nkg7",8.26969157114912,7.19544229425589,8.16346997930501,11.5404373953987,8.87574935142005,7.8346146946342,8.48656621906761,11.6292048133724,10.0792288638405,7.95080862346928
"Nudt17",0.948128365801257,0,0,0.921782401149146,0,0,0.898781857074439,0,0,0
"Olr1",0,0,0,4.43111818252987,0,3.23534541767543,3.82614048082917,0,0,5.25736082416071
"Padi4",3.80850371710773,4.32101470768313,0,4.43111818252987,0,4.61876861762124,6.98129554996178,0,4.40612983121254,6.57827265487946
"Prf1",1.5153774254052,0,0,1.47970073985459,0,0,0.518278820511135,6.97727992349992,3.47261905086962,0
"Prg3",3.98822008469101,0,0,3.17793205096408,0,2.12664364345093,4.52635189326405,0,0,3.9379702621365
"Prss57",6.18112915944299,6.00654801043969,5.77007390597814,9.55867056170676,0,6.12976869109225,6.65295380813128,6.39803107397315,5.94500038048628,7.05316736574822
"Rab44",5.85028561436829,4.32101470768313,4.23703919730085,7.66001184320586,7.7797193551434,5.53774786230033,6.21041793532106,0,4.40612983121254,7.08396310996745
"Rasgrp4",5.67767380177951,6.14201008787097,5.19826962713627,5.26929816789039,5.98868468677217,6.49546475467858,7.15104862341675,0,5.68664200254895,7.40985287474539
"Retnlg",8.13308967808304,9.4055992863021,7.86507041991389,7.24096622212634,8.66977088852552,8.67979995208206,12.3360111046209,0,7.15394859966818,3.26243143449706
"Rgs18",4.98500601221471,5.02881530961211,5.77007390597814,6.12666292010124,5.01122725542325,5.37169965455517,5.65798610530843,0,4.40612983121254,6.23837736292839
"Sh2d1a",0,2.87363878981213,0,0,0,1.4241167931897,1.05700919143767,7.70965824817047,6.16404347840421,0
"Sh2d2a",2.71725597013383,0,0,0,0,0,1.66048489882092,6.97727992349992,5.68664200254895,0
"Siglecf",1.92147597360919,0,0,4.23948111608495,0,0,2.57792990521721,0,3.47261905086962,3.26243143449706
"Skint3",1.5153774254052,0,0,2.45213991871501,0,2.95121602057716,1.55831898208148,0,0,0
"Slamf8",0,2.87363878981213,0,2.19465995919626,0,2.59705557270918,0.721038600854579,0,0,1.95059140673861
"Spib",7.68923159953376,8.66556080067368,5.19826962713627,4.97321859120815,7.29691620687929,3.67632516281832,4.89454262010433,0,3.47261905086962,4.18523043637647
"Tal1",2.90796283277485,0,7.62518697833065,3.5525556868736,0,1.4241167931897,2.08469066874335,0,0,1.95059140673861
"Tarm1",2.49744379194546,2.87363878981213,0,2.67055174466659,5.98868468677217,2.95121602057716,4.53981913790848,0,3.47261905086962,2.75074777180255
"Tcf7",1.5153774254052,0,0,1.47970073985459,0,1.4241167931897,2.08469066874335,6.97727992349992,7.15394859966818,1.95059140673861
"Tgtp2",3.60317129921064,4.32101470768313,7.48841401236291,4.54605233266587,0,2.95121602057716,1.84537888345743,5.41503749927884,4.96823041950661,0
"Themis",0,0,0,0,0,0,0.282288864492262,0,4.40612983121254,1.95059140673861
"Tlr13",2.90796283277485,3.77169840131092,5.19826962713627,4.01843161543857,0,5.18402376684512,4.51275774931026,0,3.47261905086962,0
"Tlr5",0,0,0,0.921782401149146,0,0,0.898781857074439,0,3.47261905086962,0
"Tnfrsf13c",5.98339628683545,3.77169840131092,0,3.17793205096408,5.01122725542325,3.23534541767543,3.16937058518344,0,0,0
"Tnfrsf18",3.70948743619304,5.02881530961211,0,3.75727520096556,5.98868468677217,3.67632516281832,4.36926901237519,6.97727992349992,6.52213566326572,4.74351311626598
"Tnip3",0,0,0,0.921782401149146,0,0,0.898781857074439,0,0,0
"Tpsb2",0,0,0,0,0,0,0,0,0,0
"Tpsg1",0,0,0,0,0,0,0,0,0,0
"Trac",1.5153774254052,3.77169840131092,0,0.921782401149146,0,2.59705557270918,3.06146062972302,7.38945208908437,8.76601015519308,0
"Xlr4b",3.80850371710773,3.77169840131092,4.23703919730085,4.09593951260851,0,2.59705557270918,1.84537888345743,0,4.40612983121254,1.95059140673861
"Zap70",1.5153774254052,2.87363878981213,0,0,0,2.12664364345093,1.55831898208148,0,6.67256820428194,1.95059140673861
"9830107B12Rik",4.07032547911438,3.77169840131092,4.23703919730085,3.17793205096408,5.01122725542325,2.95121602057716,5.6702839548882,5.41503749927884,0,6.29211723603162
"A530030E21Rik",2.71725597013383,5.02881530961211,0,0.921782401149146,0,0,1.66048489882092,0,0,0
"A930002I21Rik",0,0,0,0,0,0,0.518278820511135,0,3.47261905086962,0
"Arhgef37",0.948128365801257,0,0,0.921782401149146,0,2.59705557270918,0,0,0,0
"Camp",7.8834382168415,8.96866679319521,9.58657175358281,9.45951593370968,0,6.12976869109225,13.996739382577,8.70620819860071,7.73553038260945,15.7731649689011
"Cd40lg",0,0,0,0,0,0,0,0,4.96823041950661,0
"Cebpe",6.4190751777272,6.00654801043969,6.97727992349992,8.60434270124291,5.98868468677217,6.52213566326572,8.63119396275109,5.41503749927884,6.93324357104742,10.1602073492987
"Gfi1b",1.92147597360919,2.87363878981213,7.16849304594918,2.19465995919626,0,2.12664364345093,2.52474088871101,0,0,1.95059140673861
"Gm13814",0,0,0,0.921782401149146,0,0,0,0,0,0
"Gm16194",0,0,0,0.921782401149146,0,0,0.282288864492262,0,0,2.75074777180255
"Gm43291",6.19948991226181,2.87363878981213,0,2.45213991871501,5.98868468677217,2.59705557270918,2.52474088871101,0,3.47261905086962,2.75074777180255
"Ngp",7.78352773322601,9.17230090369677,9.20526961680745,8.29489195920531,6.97727992349992,6.57404236782907,14.5560975496844,5.41503749927884,8.3408841123466,16.1022744962907
"Pax5",6.18112915944299,4.32101470768313,0,3.17793205096408,5.98868468677217,2.12664364345093,2.98475853534983,0,0,0
"Prg2",5.75419210774228,6.00654801043969,5.19826962713627,4.97321859120815,6.56605403817109,4.28677164947374,8.11705670987311,0,5.68664200254895,5.86558705198419
"5730522E02Rik",0.948128365801257,0,0,0,0,0,0,0,0,0
"Ccr6",0.948128365801257,2.87363878981213,0,0.921782401149146,0,0,0.721038600854579,0,0,0
"Clec4a4",0,0,0,0.921782401149146,0,0,0.518278820511135,0,0,0
"Ear6",0,0,0,0.921782401149146,0,0,4.0115486870372,0,0,2.75074777180255
"Epx",1.5153774254052,0,0,1.47970073985459,0,2.12664364345093,4.36926901237519,0,3.47261905086962,1.95059140673861
"Gzmk",0,0,0,0,0,0,0.518278820511135,0,4.40612983121254,0
"Tmigd3",0,2.87363878981213,0,0,0,0,0.518278820511135,0,0,0
"Tlr8",0,0,0,0,0,0,0.282288864492262,0,0,0
"4930430E12Rik",0,0,0,0,0,0,0,0,0,0
"Muc6",0,0,0,0,0,0,0,0,0,0
"Fer1l5",0,0,0,0,0,0,0,0,0,0
"Tph1",0,0,0,0,0,0,0,0,0,0
"Prr33",0,0,0,0,0,0,0,0,0,0
"Gm11695",0,0,0,0,0,0,0,0,0,0
"Gm6209",0,0,0,0,0,0,0,0,0,0
"Gm13817",0,0,0,0,0,0,0,0,0,0
"Gm8221",0,0,0,0,0,0,0,0,0,0
