"","B cell","Dendritic cell","Macrophage","NK cell","T cell","Basophil","Monocyte","Neutrophil"
"Gm9733",2.23295609540306,4.47745687525317,4.07664595803119,3.30388880308041,1.81022253389597,4.39624901000793,4.83916898116688,5.01878036512903
"Gzma",7.58195040677821,7.70353547326128,7.63961347189657,10.7369272453925,7.84004587922516,2.75074777180255,2.70594736231395,4.81175822905654
"Gzmb",7.12325220802591,7.22820464705572,6.90746298007978,11.4342488393115,7.63900557234035,0,0,1.05895620969413
"H2-Eb2",4.60383770776018,6.13234931999275,3.15971118858031,3.50525955991319,3.18237360291551,0,0,1.39239185180557
"I830127L07Rik",3.45846049916007,0,4.63282213949975,3.83931561769774,3.4261712947182,10.8835995485012,10.7099739316783,10.2022949795813
"Ifi205",4.08015772176413,6.81637094161974,6.80878545766404,4.33847927115121,4.64128195906451,0,3.59092816755755,0
"Ifitm6",4.97029645537765,6.88290315844772,7.9014415868891,4.53539042132002,4.10064037900671,10.7769113800019,8.25203809417317,10.9087317025673
"Il4",1.31056401187879,2.65973026912313,4.07664595803119,3.68193490139009,1.25867428731541,3.26243143449706,0,0
"Il9r",3.13290922062756,0,0,2.79017977824947,1.81022253389597,0,0,1.05895620969413
"Itga2b",3.35789055844484,0,0,3.06977943777837,3.97849138825972,3.9379702621365,0,3.00759981585816
"Itgam",2.79109298102084,5.0406686297714,7.69591871496287,4.44029175296636,3.22597604641145,8.69211836134288,7.06174040062687,8.58288915641724
"Itgax",3.00572842405125,6.13234931999275,7.63961347189657,4.78801843696,2.99345487080805,1.95059140673861,3.59092816755755,3.00759981585816
"Izumo1r",3.87711210561226,3.54080817111492,4.07664595803119,6.14009614252707,5.31174515320044,1.95059140673861,0,1.39239185180557
"Klra13-ps",3.35789055844484,0,3.15971118858031,7.3019966728397,4.00376257287306,0,0,3.18993161311906
"Klra7",3.59727929147761,2.65973026912313,4.07664595803119,7.26084300088519,4.02859870078489,0,0,2.41513518658909
"Klra8",4.14195017554455,3.54080817111492,4.07664595803119,7.27469173878025,3.49906859087465,0,0,3.10164424924247
"Klrc1",3.76375910213323,4.08384706231283,3.15971118858031,7.75152425232425,4.94509328281203,1.95059140673861,0,1.39239185180557
"Klrd1",5.92968658913449,8.08892916681588,6.3284968454099,8.87176857178848,6.8619595099255,0,3.59092816755755,4.27933768169201
"Klre1",4.17188143957112,4.47745687525317,0,7.84730758469216,4.433814976962,0,0,1.66304727616028
"Klrg1",4.31287623909276,4.47745687525317,4.63282213949975,8.14743074475594,4.41510028930522,0,0,1.66304727616028
"Klri2",1.98578085427568,2.65973026912313,3.15971118858031,5.59506433148277,2.37247102109643,0,0,1.05895620969413
"Klrk1",4.66825251851143,6.88290315844772,6.80878545766404,8.33094338922832,5.28106793865535,0,2.70594736231395,1.39239185180557
"Lck",7.29967238320422,6.13234931999275,7.45617511632714,10.0113182440535,8.15402826357508,3.63938476725441,0,5.85498653554044
"Ly6g",0.799246864327337,0,0,0,0,9.40347600884886,6.87063719610169,9.84593681015342
"Lyz1",5.33020699975912,5.75999439259656,9.14080948726346,4.86326990344114,5.184916771686,4.39624901000793,4.13541876945631,4.31903355081995
"Mcemp1",3.59727929147761,6.23779476325755,7.16849304594918,3.83931561769774,3.87273274765764,9.52628342479592,8.40095018032428,9.59421136430176
"Mfsd7a",1.31056401187879,0,3.15971118858031,1.30992699741717,0.638864439020138,0,5.09377866262286,1.05895620969413
"Mmp25",1.31056401187879,5.44470653534577,0,1.30992699741717,1.25867428731541,4.74351311626598,0,5.72803841576936
