"","B cell","Dendritic cell","Macrophage","NK cell","T cell","Basophil","Monocyte","Neutrophil"
"Themis",20.8,10.7991360691145,7.5187969924812,32.258064516129,67.5020210185934,2.86532951289398,0,3.25027085590466
"Tlr13",0,8.63930885529158,15.0375939849624,0,0,0,66.2983425414365,44.4203683640303
"Tlr5",0,2.15982721382289,3.7593984962406,0,0,0,0,0
"Tnfrsf13c",120.8,19.438444924406,3.7593984962406,8.06451612903226,8.89248181083266,0,5.52486187845304,13.0010834236186
"Tnfrsf18",46.4,77.7537796976242,18.796992481203,88.7096774193548,104.284559417947,25.7879656160458,0,16.7930660888407
"Tnip3",0.8,23.7580993520518,105.263157894737,0,0.404203718674212,0,0,1.62513542795233
"Tpsb2",3.2,2.15982721382289,7.5187969924812,0,5.65885206143896,0,0,0
"Tpsg1",0,0,0,0,0.404203718674212,0,0,0
"Trac",244,149.02807775378,90.2255639097744,387.096774193548,989.894907033145,0,0,36.8364030335861
"Xlr4b",28.8,17.2786177105832,15.0375939849624,40.3225806451613,54.9717057396928,2.86532951289398,16.5745856353591,4.33369447453954
"Zap70",36.8,19.438444924406,18.796992481203,137.096774193548,128.132578819725,2.86532951289398,0,7.04225352112676
"9830107B12Rik",0,0,3.7593984962406,0,0,77.3638968481375,5.52486187845304,56.3380281690141
"A530030E21Rik",42.4,6.47948164146868,0,0,0.404203718674212,0,0,1.08342361863489
"A930002I21Rik",0.8,0,0,0,3.63783346806791,0,0,0
"Camp",0,0,0,0,0,56000,22.0994475138122,16923.0769230769
"Cd40lg",4,4.31965442764579,0,0,11.7219078415521,0,0,0.541711809317443
"Cebpe",0.8,0,33.8345864661654,0,0.404203718674212,1143.2664756447,93.9226519337017,348.320693391116
"Gfi1b",0,2.15982721382289,0,0,0,2.86532951289398,11.0497237569061,1.62513542795233
"Gm16194",0,0,0,0,0,5.73065902578797,0,0.541711809317443
"Gm43291",32.8,10.7991360691145,0,0,3.23362974939369,5.73065902578797,0,4.87540628385699
"Ngp",0,0,0,0,0,70349.5702005731,11.0497237569061,25985.3737811484
"Pax5",88,8.63930885529158,0,0,3.23362974939369,0,11.0497237569061,11.3759479956663
"Prg2",11.2,0,0,0,0.404203718674212,57.3065902578797,38.6740331491713,646.26218851571
"Ccr6",24.8,4.31965442764579,0,0,3.63783346806791,0,0,0.541711809317443
"Clec4a4",0,0,7.5187969924812,0,0,0,5.52486187845304,1.08342361863489
"Ear6",0,0,0,0,0,5.73065902578797,11.0497237569061,133.802816901408
"Epx",0,0,0,0,0,2.86532951289398,16.5745856353591,90.465872156013
"Gzmk",0.8,0,0,0,3.23362974939369,0,0,0
"Tmigd3",0,8.63930885529158,0,0,0,0,0,1.08342361863489
"Muc6",0,0,0,0,0,0,0,1.08342361863489
"Gm11695",0.8,0,0,0,0.404203718674212,0,0,0
"Gm6209",0,0,0,0,0,0,0,0.541711809317443
"Gm8221",0,34.5572354211663,0,0,0,0,0,0
