"","GSM494796","GSM494797","GSM494798","GSM494799","GSM494800","GSM494801","GSM494802"
"Chrm3",5.34153312175738,5.17398590869311,5.05890630773067,4.95636409849314,4.81844061786059,5.04875509435295,4.88929981292985
"Vps45",8.04136337318384,7.99346103166462,8.27380598051233,8.54241602586489,8.58314129920878,8.42577229023441,8.46310705652136
"Lypla2",7.32268586849294,7.49607034009399,7.18664929345006,6.86684657925964,6.69436880020638,6.73516725902424,6.97023932130621
"Cd300a",8.06156823823726,7.5447355423544,6.32339307444152,6.05003267565198,5.78790903401585,6.57593675768565,7.3079959993862
"Ahnak2",7.96587557285224,7.00267679394811,8.44401318522601,8.19387708346602,8.33445150180689,8.7266262502867,9.2703690629426
"Park7",11.811867892259,11.9335528716844,11.8450923995222,11.9812328283557,11.9335528716844,11.7718858582356,11.7563522021381
"Cope",8.20350367520804,7.90138726798238,8.07201823273815,8.03343621560441,8.41878819699247,8.60037361980402,8.36702958940344
"Rbpjl",4.27534423805089,4.67549172091726,4.40139657854681,4.39076538174663,4.34030717136618,4.29800899008658,4.25002508157825
"Izumo4",4.80049515821072,4.97744782940877,5.05272173941991,5.09742944934036,4.92609472585575,4.83549000100077,4.87573636692682
"Scamp4",6.14545282343934,5.81455494558956,5.6055481718585,5.94779326863278,5.27106379550316,5.28963294613152,5.88796852223778
"Gpr182",5.16549700237628,5.1014179543243,4.92741099422643,5.29644194044095,5.25344091163183,5.41079427723387,5.2111422454438
"Ecd",6.73267675725282,6.848253280993,7.26248223559853,6.80463096070288,7.30904451874823,7.2510155595284,7.30642419869154
"Chrm4",5.12850069182152,5.29553361256379,5.02272935249809,5.39561347636478,5.12761301714765,5.34656483352582,5.06820043730481
"Mgat4a",4.91164129672184,4.54566690059298,4.70011228879719,4.53582405997533,5.01040821566216,4.77552857902291,4.86741961887522
"Gpn1",9.50425274670417,9.62902111276452,9.48177960972107,9.46330026240426,9.61809809527899,9.57119304010379,9.42816451163185
"Tmc6",7.33372902624217,7.55667521792508,7.26978504327012,7.18923693290301,7.16027959747769,7.00318545793102,7.43443129861415
"Ddx42",9.16895460046574,9.66657349568824,9.56069159644852,9.42816451163185,9.57516890985486,9.24576292619357,9.41151254630101
"Larp4",4.24855648735021,4.49445194818813,4.26904809447028,4.32424327096884,4.21447026809302,4.57467028699002,4.4450071449934
"Vsig4",9.92165672650277,9.50425274670417,8.15819898107687,7.93614162626385,7.77953198681339,8.70995025864634,8.93811090807687
"Stk38",9.18015507123084,8.64984300289831,9.00497695746659,9.2404611033115,9.19656581407434,9.1750522181014,9.28011458766555
"Chrm5",5.52747083364639,5.82263942266431,5.55264564965967,5.70493844661516,5.55031996740145,5.35753510678827,5.4190885117057
"Ctrc",5.97893544703076,5.85456545544376,5.80978907952056,6.23349433233842,5.77174449482357,5.93820336382215,5.52933424976049
"Phb2",10.5715686280604,10.6681810009726,10.9516745695792,10.7536703411332,10.8624102963371,11.0645505056737,10.8589743441615
"Acot7",6.49267184470799,6.46958050477559,6.35899705475976,6.2990426644774,6.16816536316327,6.10974722725133,6.42498262305881
"Pdap1",4.1086275000438,4.31806642897475,4.30375566180486,4.18127728684197,4.17518386632159,4.15982927269287,4.32613685305072
"Tusc2",7.04235846016699,7.11396431590785,7.12987978667606,7.3923824140093,7.37754522308334,7.22915152599194,7.2426764757036
"Cbx3",8.94345027495666,8.67773836875281,8.80377969677589,8.97757423124602,8.94523021292846,9.00866908210964,8.84051279091306
"Exoc3",9.15381800277038,9.17607806242242,9.0620180680411,8.78975736965876,8.86678351143257,8.73542240952447,8.9082177293976
"Gabarap",11.795674644292,11.8450923995222,11.7640862342917,11.8620891257253,11.6264622137496,11.4925408576676,11.5799919633647
"U2af2",6.08614330675376,5.91332446797818,6.37168456225066,5.96791041430916,5.93676669581191,5.86409827303332,5.89608578552543
"Oip5",4.57289109328645,4.5959894207689,4.70799873693245,4.65920439218919,4.46094351150637,4.62258967417364,4.72994213602465
"Chrna1",5.05007656574905,4.83418102364123,4.85254677166231,4.86873131336498,4.60663000624373,4.57022509424796,5.28917766674543
"Exosc8",6.19716473327274,5.98373454613613,6.6169732222033,6.02744072534895,6.8980243481494,6.77811113323819,6.66405717332701
"Scrg1",4.66977131792433,4.78122531110476,4.81450427502474,4.91995387765879,4.52551912073931,4.79130009257585,4.69220700095921
"Tex261",9.28338664634728,9.34211822062434,9.38338582996536,9.01791922083211,9.42219133269833,9.22149852544205,9.12102914719794
"Rnf13",9.88179133707293,10.1517185252306,9.20379669313997,9.38803503198496,9.84305965358167,9.69214193043898,9.90825990350526
"Mgll",11.2126182559915,11.5735128629894,11.4687672432364,11.811867892259,11.5542819029893,11.606290150974,11.4985984914061
"Twf2",8.04929983355761,8.57343472029697,8.03587266056818,7.98924577499738,8.2054296066228,7.96408794112406,7.91314206622432
"Gabarapl2",10.414674425424,10.3461686820192,10.5179956747583,10.4565440453891,10.9369841190605,10.8727797244421,10.5964067767381
"Synpo",9.95914736419804,10.1818916725266,10.1798529147166,10.0650123348768,10.2723395850975,9.86553299086448,9.96431705761674
"Chrna2",7.56809038208693,7.60309828502047,7.27292384178431,7.89551334846912,7.54419156140666,7.60364561883506,7.47456593997287
"Chrna3",5.12051179941492,5.07617047834508,5.11562982564051,5.0828107439576,5.00557012973605,5.19814972939115,5.12805564485597
"Chrna4",5.18472469933696,5.2120439942138,5.13650667784197,5.07131061144773,5.04037113898624,4.99588447236387,5.19680764643835
"Pik3ip1",8.41251125995665,8.70440836614341,8.62077865324887,8.24105156649825,8.64984300289831,8.62611000058589,8.19900589831455
"Chrna5",4.1134009463876,4.3332297226487,4.47183537772376,4.43587046455019,4.27244242277087,4.21795007029151,4.28261515960276
"Znf257",3.78108940919998,3.89784093532202,3.69554442901644,3.80877922384108,3.75029488520231,3.77507709910192,3.77733748444333
"Dtx2",4.75713560625954,4.49760502966414,5.05979093452651,4.67109316868741,4.65700038257805,4.50076544540571,4.76414677632302
"Adcy8",4.67065159015059,4.7123930806902,4.84030240899852,4.57556061042429,4.68605045168063,4.56710391162272,4.53850339607115
"Chrnb1",5.89560702006257,5.78838528302794,5.88366880241389,5.85265691095986,6.02599375129251,5.92145297979966,6.18555623596167
"Toe1",7.23330719308183,7.27083084541611,7.5855539794913,7.3971597160619,7.54691042890237,7.30432883191445,7.4168439010943
"Bud23",9.03281441223508,9.17301144306578,9.15482068022899,9.32975219973537,9.11709397711913,8.99763282139871,9.28120135688612
"Trim9",4.34877410024576,4.19341770917975,4.37590153371412,4.26904809447028,4.283098318531,4.17058903957591,4.51697631061244
"Chrnb2",7.83797282622321,8.05114188373343,7.71009806408064,8.0572735398783,7.79608008077056,7.71515152229953,7.62069414754611
"Chrnb3",5.3191873957508,5.39469460609573,5.29553361256379,5.2358529452534,5.18382749587586,5.48008878831169,5.2075578170084
"Chrnb4",3.86715602979961,3.76362274958746,3.92198679221831,3.82630148125316,3.83111265842845,3.79144920624935,3.65760372429496
"Efhc1",5.61822982134199,4.90419387102072,6.25094225567546,6.33946357485988,5.55217914339004,5.81883840890647,6.20151851028848
"Chrnd",6.04427185837855,6.05918176687142,5.88223335134197,6.13821829328378,6.13532451193934,5.89274482729197,5.98421553894881
"Chrne",5.12672454574547,5.05581392363785,4.95240977288622,4.9875459222451,5.01216812141336,4.74354895666403,5.12006776642691
"Nlrp3",5.18964097328533,5.21024082856491,5.0863559185531,5.04081343532411,5.14362486703595,5.05007656574905,5.03772530496207
"Chrng",6.01926746441348,5.81312543990848,5.80169093748518,6.20055324395844,5.87746239416711,5.88653931066449,5.76890226816058
"Ermap",5.37951899050353,6.33216187566046,6.50299728281344,6.15270046882295,6.49808206603591,6.45585476799515,6.65363556858519
"Chuk",6.1778236327312,5.42276862305559,6.29661784044903,6.02935710733615,6.16768351753405,6.41960560896266,6.19329254409126
"Tubgcp5",3.82837534619911,3.72251955825072,3.77884611015457,3.86258120202292,3.98263281135057,3.99362449512302,3.95685460961632
"Pwwp2a",5.39469460609573,5.37768606897303,5.47035169741926,5.48101498460969,5.45925017841352,5.49028098777396,5.49491704226242
"Osbpl1a",9.13288024928671,9.32751677772951,8.53146305328697,8.9577350369887,9.18424600843697,8.77501485660278,8.80791289300603
"Osbpl7",4.71370951140335,4.79218117565672,4.58489627077378,4.69923516729443,4.57244659510041,4.58711207733439,4.62876810871355
"Osbpl8",9.19142216900544,9.24576292619357,9.18015507123084,8.6222999255237,8.85234030407876,9.74615632417979,9.13188250248315
"Osbpl9",9.38803503198496,8.90560918786273,9.4032490190956,9.10536567207494,9.41623568739445,9.72403421668718,9.295400160706
"Osbpl10",5.96215900266376,5.87650789950712,5.66479316472321,6.15027956723226,6.40149828410057,5.91667298787632,5.52653775348852
"Osbpl11",8.84725534868569,9.02441935001191,9.02628418234359,8.79387002213707,8.15313550051828,9.4020791639792,9.33087230284156
"C1qtnf1",7.4211110849459,7.63834235505886,7.2588341828259,7.55070059588636,7.56645751139583,7.56972200424832,7.29436774324206
"C1qtnf3",6.68641564291141,6.50692326791085,6.44065948823708,6.70432260260606,6.41911160829632,6.43527542666879,6.82365658413258
"Cidea",5.89035272478298,8.95057005285344,7.90726586064372,6.02167197852707,9.1893669616163,7.61848621394477,5.87412015405859
"Tmem123",9.32528539359399,8.53219324407188,8.48878746432851,8.37592606429964,8.69259567540153,8.89864685140017,8.76118315181599
"Mrfap1l1",8.39656860611088,8.14115428934955,8.44823977311968,8.59736939389246,8.93899542618227,8.7856460627715,8.73062074354735
"Adcy9",6.26404775348622,6.10926440359474,5.87603073659202,6.28932301865079,5.93436999863407,5.95305912202902,5.92767274789226
"March3",6.62192957551865,7.22603657994304,6.98895936666558,7.16390526996731,7.44887043912877,6.27085475550016,6.76962138502084
"Ckb",7.92315189746677,9.28120135688612,9.00038417875722,9.15080535030827,8.59962615047651,8.850644647033,8.72902141529227
"Atg4a",6.83318837163463,6.86985740084398,7.05918513903832,6.61896210154965,7.14584775351084,7.09807037452763,6.76761868321644
"Kctd12",10.6303498005292,10.0762798340899,9.69932301783193,10.0299833820583,9.90325814668312,10.0857439399124,9.74467357808036
"Fbxo17",7.21306574674834,7.70450266237457,7.88555801308893,8.16643597054603,7.80522995741171,8.05788379025543,7.48369326131723
"Cirbp",11.1189178774838,11.6332863028101,11.7039502355251,11.4002292306914,11.3729439314806,11.4226083672168,11.250523495877
"Lrrc42",6.57840442034981,6.62837206393844,6.56754297400895,6.40443286363026,6.44408459865578,6.49119252912477,6.31900958865753
"Cish",7.55395777898434,7.83797282622321,7.1427530460027,7.62619858049404,7.5599366286174,7.47188650530289,7.1170431640199
"Tbcb",10.159698980645,10.2443219442972,10.2810666220149,10.1818916725266,10.1241693454807,10.1839214760418,10.1241693454807
"Arhgap33",6.69586359767598,6.91969249079228,6.62837206393844,6.99556189717183,6.86534224996553,6.62093939785391,6.79761701599137
"Trmt61a",7.66103183260134,7.67547385231618,7.61023675058754,7.77726145542213,7.56537077264431,7.57408596475639,7.60474657255039
"Ckm",10.5391721181668,8.99487852777642,4.61417412360702,4.80749595871129,4.52462096526351,4.57289109328645,5.11695809255896
"Dhrs1",9.62353832917005,9.56855768498773,9.48922412060173,9.69069924752454,9.76259832871452,9.6086059509671,9.30639185779793
"Tsr3",7.30170273358313,7.21876395413498,7.21772729507147,7.24893196482502,7.02096073993991,6.9697328778188,7.24893196482502
"Adcyap1",5.13161294538414,5.16684269983637,5.00953200464953,5.09964277299007,5.26247609204429,5.23855772415568,5.00028016533964
"Ckmt2",6.30877177796221,6.3000132933246,6.980865064197,6.38243039843099,6.20973426548816,6.46663309351282,7.22915152599194
"Osr2",6.33946357485988,5.73284606812758,6.7541394197267,6.04618672005949,6.92272102117131,5.48379076673165,5.26473730858142
"Ercc8",6.73417308864842,6.94948050250652,7.13966298409443,7.31219219573462,7.4014151827743,7.32268586849294,7.45902747214796
"Klhdc3",8.07510153865421,8.31765132132141,7.98083832852864,8.08621717637488,8.35953831318642,8.02672965549448,8.16643597054603
"Acsm1",4.05724328425868,4.07150595281096,4.542978466254,4.0709608611041,4.01646263468012,4.00965038177386,4.18431951656385
"Lypd1",5.01965156371676,5.21384027461979,4.91470357266108,5.42369067391191,5.38181636933624,5.21653679718903,5.092114734429
"Cks2",7.78010226880805,7.24215543542943,7.39609710829116,7.14790866139813,7.28128030690298,7.09243040616666,7.5915801250534
"Fam129a",9.36723108649635,9.28338664634728,9.43899323652319,9.68355088580552,8.80377969677589,9.41033250898252,9.69501782007889
"Rpl39l",6.12759721609524,6.64025249057693,6.97023932130621,6.64769427100679,6.60659691690381,6.94897163570295,6.90054340781145
"Arap2",6.41813163203434,5.98085408240992,5.34748529090618,5.79693065726604,5.58585199341036,5.44814957077014,5.73521710619918
"Arap1",8.46665422039538,8.589129138635,7.95394266372889,8.20350367520804,8.02916581563288,7.97004844607202,8.43979482861794
"Agap2",4.85866577656714,5.4319939660687,4.83549000100077,5.21743276454772,5.02184959989755,4.83200096122456,5.09609987941414
"Agap1",6.1541458274928,6.00436818950901,6.41323332198747,6.53105190541393,6.56063607894622,6.64373084111809,6.80061782403479
"Adcyap1r1",5.46202855490735,5.86028535254768,5.39791061222738,5.63043918550593,5.48379076673165,5.62104847201748,5.4052645918902
"Ssx2ip",5.01393361371842,4.98403601890419,4.96954332410346,4.9888630403499,4.95065214525922,5.04742965704599,4.99061498340234
"Ftsj3",8.30362889763588,8.57195030568567,8.04380350910642,8.36361776332101,8.30496275307384,8.45814623457243,8.46665422039538
"Ap2m1",9.56724192262426,9.64559828592061,9.23412637636169,9.23201119829227,9.5296422611825,9.62216704119542,9.68213183522595
"Ap1s1",5.26473730858142,5.44352476845333,5.26337830845131,5.32920595260027,5.27605099385929,5.19143539749565,5.43798918994411
"Ap2s1",10.1086592157556,9.98878784105364,10.0725189360266,9.94369466391849,9.58179838063607,9.84943191617811,10.1028940621122
"Clc",5.06156205762244,5.04301321218889,4.78429419419516,5.01832953230545,4.97700602875506,4.88798723296337,4.74003388811321
"Clca1",5.45971315217124,5.73142315407292,5.23000505916875,5.67423190987326,5.4462938857588,5.62667876348526,5.45046588633573
"Add1",8.60037361980402,8.68634219976884,8.73941731028794,8.91344419333875,8.78975736965876,8.8969167785156,8.77256613326104
"Clcn1",5.44814957077014,5.83978113259212,5.41816774658884,5.65208892839879,5.29553361256379,5.32055380714125,5.25660456489554
"Clcn2",5.19725321411678,5.74090456149926,5.63891257404065,5.38089737527919,5.34656483352582,5.53119289217028,5.27876554505594
"Clcn3",7.2058146951526,7.24840820180916,7.28651366807307,7.2656127807345,7.17475221942099,7.56264884867959,7.46224294245533
"Clcn4",4.57867336358258,4.58711207733439,4.74880263094898,4.78166302768187,4.56888845250372,4.69660092536196,4.91732996518539
"Clcn5",4.45594345416037,4.48315920998953,4.41062684009562,4.66008616768673,4.55729193492347,4.4322197801609,4.43039368656511
"Clcn6",7.03267735129974,7.1742382423286,7.48691874985907,7.50144952444268,7.06839449524366,7.35533822107403,7.23747243494451
"Clcn7",7.24580484811059,7.49714772118906,7.17526650188129,7.40248096060457,7.0021662932832,6.86985740084398,7.13451977225105
"Clcnkb",5.62620657255959,5.88462686453104,5.64926469410345,5.90949851560035,5.76131456941991,5.61353448450761,5.75846314179705
"Add2",6.30731504721635,6.44408459865578,6.00773907101988,6.00292620821796,6.02311283480292,5.88796852223778,5.73094936748999
"Clu",10.3740760318385,10.2002991426429,10.3930102818784,10.6104719326682,10.7985872371725,11.0282983070161,10.2400587111908
"Clic1",10.4843768936157,10.1879717530273,10.1028940621122,10.1982262606266,10.5391721181668,10.4946357138321,10.4894948115968
"Clic2",5.55544212689102,5.04522399669065,5.20263274609693,5.28691278155274,5.60742845832308,5.13072324048242,5.08724308737024
"Clk1",6.91969249079228,6.11649827541731,7.07606021029138,8.45814623457243,7.54364716532694,7.90726586064372,7.78010226880805
"Clk2",8.21897991143835,7.81842640123423,8.18364624176204,8.29963232266551,7.97964432283653,8.19580449029135,8.16073101315807
"Clk3",6.16429977155488,5.92575837757648,6.30634322623608,6.19813314083382,6.19959013175158,6.01878742592718,5.71534109529671
"Serpina3",7.51492682416605,8.41390347080959,8.34527100357124,8.35546201027762,8.15629707723368,8.6222999255237,8.42437355081819
"Add3",9.67787217261048,9.5296422611825,9.28338664634728,9.77771659198163,9.74467357808036,9.51688563701087,9.44745545678187
"Tpp1",10.5418408288161,10.3301619333299,9.90825990350526,9.43176213161319,9.40915042846877,9.68640833889236,9.76409934153832
"Cln3",7.95275556971863,8.00672963621309,8.02794704928719,7.95156841999227,7.94443377281672,7.86401505711322,8.01884627749716
"Cyp2r1",3.96217199551671,4.10490140725967,3.91831717722406,4.08776492537856,3.9059555478547,4.00222817016289,3.94376485741788
"Cln5",5.78838528302794,5.49491704226242,5.70162501549594,5.59146937703178,5.94203901566805,6.16960837286138,5.97461849510961
"Dnajc24",7.49768382201964,7.55721869282678,8.3704458505686,8.06587600703492,8.23780557734072,7.90079669556759,8.00130128143597
"Clns1a",10.0227356178528,9.97824389793047,10.2231725303718,10.0409332411048,10.0838333826005,10.1798529147166,10.0538557427334
"Clps",5.74374864013172,5.90470962280338,5.67564641674057,5.91380609526055,5.71392902271221,5.86839109631322,5.70730117702051
"Clptm1",6.67349496904902,6.91213095930272,6.71028882654759,6.906081868914,6.6739923745028,6.71227628030374,6.68094646888698
"Clta",11.024341778586,10.9116294269383,10.9152357475864,10.6800560015269,10.9260939028708,10.7791783287631,11.03225881442
"Cltb",9.2703690629426,9.45839607850019,9.13088654317803,8.98120955263778,9.06391691853783,8.87021407019758,8.94255271140402
"Cltc",11.9714840893838,11.8881638878542,11.9429098534718,12.0526370447902,11.7718858582356,11.9911271524381,11.9523022947584
"Cma1",4.83898845079995,4.58178164833322,5.16728880493867,4.62656154220446,4.79174000516031,5.00600857161679,4.82806553057348
"Clba1",6.65165193923998,6.7366713476973,6.8819130602664,6.73317635180668,6.33946357485988,6.48283505633537,6.4215598744843
"Plin2",12.0741243015682,12.0010580202094,12.70578474337,12.4186594342801,11.6680108381219,12.728248624337,12.5048178449595
"Ccr1",9.04876564439374,8.65445945685373,7.42004293949385,7.29384210925539,6.98187424630038,7.58282230262088,8.2054296066228
"Ccr3",4.57778663173581,4.68253163761518,4.56042160371659,4.54387694396399,4.67197326441317,4.45230306755486,4.58000339661952
"Ccr4",6.1237378518895,6.5719868888322,6.05869839892792,6.40834300109793,6.15270046882295,6.23106720574557,6.17975674455438
"Ccr5",7.77157819174737,7.83337221037532,7.02758331802299,7.2348719381167,6.54139657546009,7.18872254005657,7.38708207850086
"Ccr6",3.76439434923,3.52454519311409,3.87557851502149,3.78998110078075,3.87105810269564,3.78924336153353,3.67037458585281
"Ccr7",4.89937875218437,5.29462422768012,5.06466078917795,5.02140975788816,4.99940357447401,4.91076780074299,4.94583094725046
"Ccr8",4.42717985731646,4.52551912073931,4.40832623624568,4.4276392194432,4.46548684954344,4.27631781561248,4.48858400963142
"Ackr2",5.36531166985576,5.06997619006443,4.8438029961578,5.09432915504743,5.06377665195865,5.14942974007841,4.93355051939532
"Ntan1",10.0191163227956,9.86068093679101,9.75510029863021,9.31303540976866,9.46944108874014,9.48673147884659,9.38454700060417
"Dnaaf1",6.07313735999757,6.05196107762961,5.62057789230126,6.05292746927933,5.77459540542906,5.81122010353018,5.61634975939739
"Adh1a",4.39168912374146,4.31664371191008,4.63935732413521,4.41890757203645,4.42442806010992,4.44454936257617,4.46775504477268
"Cmklr1",5.9252811263463,5.67328478328423,5.27016358296434,5.48749965851948,5.20576893784588,5.47591164037755,5.47406445860313
"Spata2l",5.869821680626,5.7997876311745,5.67423190987326,5.51676764913099,5.37310012403379,5.26473730858142,5.35022343190775
"Ltb4r",5.75324208768003,5.78885726086829,5.57415164580488,6.10589215115334,5.85456545544376,5.72716368364443,5.64502821529281
"Iqck",6.30098940604626,6.29370274089031,6.30341655244408,6.38682166193434,6.37412612954158,6.49857169688128,6.19425948716131
"Paqr4",6.10300158064223,5.878417267065,6.11360487968246,5.90758268686399,5.84788839691072,5.81026576508271,5.91763022974916
"Abcc2",5.25976400619419,5.36119322684112,5.38871982167346,5.13517449821746,5.43476300316068,5.32009754873259,5.57649126880034
"Slc38a10",8.79387002213707,8.96672705641382,8.92484990905593,8.71391130991562,8.66529364613397,8.95953088938209,8.92925604055386
"Cant1",8.59962615047651,8.45531409827671,8.24627146351187,8.01763896390654,8.07325404998428,8.03404487376027,8.15376678440262
"Adh1b",10.1067371308762,11.3462677967946,11.3947171798275,11.1274787064264,11.4865434236053,11.8200740106212,11.1669848189562
"Tbc1d16",9.41505249186201,9.92839817260963,10.1617041644246,10.2942736984068,9.77014914923882,9.89826243682633,10.177825238489
"Cngb1",4.61949508634683,4.72862286863006,4.59332914321985,4.61328399472281,4.6217042344841,4.56977694051518,4.66140937304606
"Znf816",6.02215245842652,5.62949781783074,6.18313580195807,5.74897212168585,6.13773408794992,6.25482156218017,5.8745985082707
"Cnga1",5.61682048265683,6.03898125063539,5.41724665338327,5.4449102038728,5.68414282541411,5.90758268686399,4.99984012425364
"Adh1c",4.95504548305099,6.76462737140852,7.06685146644552,5.12316648449849,6.63381911391867,6.29273141214704,6.29516053279344
"Cnga3",4.00908058865358,4.20847139194114,4.0588971157996,4.02268076856889,4.04730339775477,4.0627412279756,4.01646263468012
"Znf787",6.28981100780692,6.57840442034981,6.5492898638994,6.78311681220918,6.65859754052019,6.30341655244408,6.54731416159674
"Znf573",4.95855494057733,4.72423795577216,5.34107681586284,5.16058395774599,4.99061498340234,5.4462938857588,5.03860646450425
"Irgq",6.43968018007642,6.48775086848291,6.47891705646504,6.41421045855997,6.59620555147298,6.56161900174307,6.5586574807037
"Znf428",6.87237001172775,8.1405228005255,7.33530566140249,7.60089703946671,6.84222471616131,7.00622937020127,7.37860178760445
"Plk3",6.98693351493637,6.46565228934612,6.29321906845973,6.4215598744843,6.38828589274268,6.3443466212851,6.75214558176067
"Misp",8.49740318765187,8.78811311970582,8.25540918654682,8.83461533646177,8.56823315482019,8.43276603167917,8.38210108483717
"Hspb6",6.3204726374472,7.00013224486579,6.82817052030692,6.96770572422461,7.01232537549004,7.0342064479643,6.68939498141071
"Cnn1",5.39607331099596,5.28012448464531,5.11119183853862,5.46664807918027,5.23720649248004,5.23225809467962,5.02669342998597
"Cnn2",8.6506120478622,9.23835054634982,8.65215201963543,8.6621969478156,8.81704731153831,8.66762523192532,8.60791203426729
"Cnn3",6.92171327106317,5.6093083062249,6.56014308070419,6.72520480606962,7.80179905470028,7.61793449225339,6.7541394197267
"Cnp",9.05536162247068,9.12398123917276,9.14981262098142,9.37183943716826,9.07730717418683,9.04406492009597,9.09175993316612
"Cnr1",5.17934825439038,5.14407042755953,4.80705877336334,5.10675142640676,5.02096936267677,4.99325170179176,4.88186461188459
"Cnr2",6.89097583893593,6.90356275279068,6.75314187446291,6.92978454219626,6.77161977102035,6.86081441792814,6.62093939785391
"Cntfr",6.04138489548438,6.20489626455098,5.77221961042297,6.01926746441348,5.7300043363577,5.78933201671913,5.40112296209066
"Cntn1",5.00776948635105,5.41079427723387,5.23135670401952,5.03993070662026,5.02934892176965,4.93530331473661,5.07528751549935
"Gjb4",7.07963899805816,7.01841479320158,6.57840442034981,6.90860396190649,6.69486755715469,6.72869174105022,6.47449395721544
"Rnf19b",5.43337644056108,5.36668863684962,5.21968040567948,5.36393895625271,5.31645737940315,5.22595871924857,5.4912105836922
"Col1a1",7.72864276099167,6.83971371726752,7.19389687492017,8.24366229201374,7.28389316806549,7.74894118996297,8.18300721086244
"C1orf216",7.41365510188296,7.28180063293189,7.19648177592807,7.59213170024199,7.65161888516767,7.60199483445352,7.60034446570207
"Col1a2",11.9242685161686,11.7640862342917,11.8620891257253,12.3552382372822,11.9429098534718,11.8881638878542,12.2029379600048
"Syt2",7.44940661027599,7.5915801250534,7.39875125999061,7.67101606185891,7.27292384178431,7.34531157526387,7.32373859407435
"Adh5",10.2421956065585,10.6389664376011,10.7224800673504,10.7286512690289,10.4590515539605,10.6217981713016,10.5049880680935
"Col2a1",4.15003033263463,4.16905380532836,4.1386082225013,4.27049673293166,4.23922160445458,4.07585983681946,4.14017161258995
"Col3a1",12.1073105028868,11.8620891257253,12.3401406096092,12.6837962540266,12.0213476639215,12.3401406096092,12.3253388451739
"Col4a1",10.376439017601,10.2593022733194,10.8973420117252,10.7568318098995,10.5742932361024,10.8589743441615,10.8867554938988
"Col4a2",9.99763566413355,9.81470488087039,10.6246296038867,10.1657011410767,10.0209312637655,10.3740760318385,10.531192491702
"Col4a3",4.08506972674089,4.08073794606642,4.09582424685593,4.14692658606296,3.98495709434462,4.03729081818381,4.0300036721821
"Tshz2",7.49176179183402,7.98804515583694,7.62289892457811,8.05849653047158,8.13486317570981,7.5523266142768,7.76591155457519
"Col4a4",4.21447026809302,4.44637742616083,4.53895031591975,4.51877202271914,4.39399728461823,4.51742264669763,4.29080824795501
"Col4a5",4.62567966449224,4.40370981558679,5.20845607644749,5.07042142715377,4.5959894207689,4.88667847595317,4.80312073554066
"Col4a6",4.70887750226737,4.55863247783503,4.59199465503101,4.88798723296337,4.81450427502474,4.73695806945434,4.69528497950253
"Col5a1",8.81704731153831,8.4673602717809,9.28229521443393,9.70220857052058,8.45885695519596,8.88998995359644,9.65536360987751
"Col5a2",9.67928866236855,9.12299532221708,10.1920673277065,10.5908493653086,9.35349691600387,10.2507113873277,10.5391721181668
"Znf280a",5.15210322958907,5.35524744858752,5.02052779517017,5.49260218554759,5.38043874257255,5.37355805757875,5.17711352873386
"Emid1",6.93281488402615,7.24007125269949,6.76212768090494,7.1160213886961,6.95251892232305,6.79861688256419,6.82415906595262
"Col6a1",5.99284203981569,6.17830826801717,6.25240031751182,6.05147880107284,6.07795416562986,6.07313735999757,6.35264791346849
"Col6a2",9.77771659198163,9.43416683341255,9.79919729197387,9.97476777266718,9.4020791639792,10.0011930708675,10.0594085406225
"Col6a3",12.7512114451601,12.0632980093591,12.255155263866,12.5417580525748,12.4352030129546,12.6410455925451,12.6410455925451
"Col7a1",5.80931223892563,5.95880605239946,5.88987879083694,5.94300120798069,5.89656155267,5.61822982134199,5.60461192989823
"Col8a2",6.80161968176651,6.57050694275659,6.25627479004963,6.50889060400971,6.44556082104693,6.58136943592871,6.94594157921554
"Col9a1",5.02757975419763,5.11962359979042,4.9866701029308,5.03551935936041,4.93355051939532,5.09034540555394,5.06466078917795
"Col9a2",5.67045980632491,5.58772585492847,5.22595871924857,5.25840972230345,5.18785236158988,5.33422688284171,5.13606023186889
"Col9a3",4.77816305396867,4.59510049448846,4.67989485530439,4.38566691633062,4.35816246171912,4.46820919665395,4.60707751208728
"Aadac",7.89844324263125,8.0855976681406,8.28967322899592,8.32368710066586,8.65678383416539,8.47518493013282,5.31372435580354
"Adh6",4.89543634761287,4.81056004651151,4.96250662341334,4.88536596242698,4.95153132644828,4.90419387102072,4.88798723296337
"Col10a1",4.77991173620889,4.85210987272612,4.82194357909729,4.75012006212145,4.91251752103092,4.68297347383899,4.82894186966003
"Fam168b",9.83195719640017,9.95053402534398,10.0119031019271,10.1398414292421,10.1359071453682,10.2421956065585,10.1839214760418
"Col11a1",4.32424327096884,4.09849879063048,4.25002508157825,4.35535334219736,4.17161192313123,4.41844920004399,4.2748616014783
"Col11a2",6.7441540276145,6.71327253671083,6.47302048501611,6.90155003306322,6.57691938643831,6.62391207641692,6.50889060400971
"Col13a1",5.02890916846031,4.90156316480164,4.92653048232044,4.92433610905679,5.03375573886937,4.8048758464358,4.82850474716771
"Col15a1",10.177825238489,8.84387662913648,10.0557055963249,10.7041378890602,9.51561928436086,10.5391721181668,10.5908493653086
"Col16a1",7.88965005519951,7.01435796711641,8.04563663275632,8.53875993958802,7.13966298409443,7.31114389611111,8.209939043623
