"","GSM2460692","GSM2460693","GSM2460694","GSM2460695","GSM2460696"
"Slc2a9",6.09962580281989,5.5746196278018,5.78458571066052,5.63043918550593,5.45370192000829
"Diablo",8.57716992390321,8.54168665986686,8.69810456494933,8.88481513580288,8.54241602586489
"Psd",5.66432098780589,5.38273870078794,5.52560928066537,5.54285058907117,5.58772585492847
"Inpp5e",6.97074529446538,7.87621787642169,7.90079669556759,7.72695291152555,8.03221440405059
"Psen1",7.40194746492269,6.8618213840039,6.89600379037961,6.38584647428312,6.36192385585138
"Psen2",5.25795858239137,5.24441620655877,5.4052645918902,5.46942552125561,5.56058398131596
"Bccip",6.87186924112337,7.46652494784316,7.5447355423544,7.37013100145195,7.48906989660613
"Eif5a2",5.03464159042699,6.03898125063539,5.97989244337214,5.54098063051145,5.60977810756472
"Tmprss4",4.63847522069816,4.34783349453875,4.61727883282367,4.60353075951601,4.75012006212145
"Cldnd1",8.261962780079,8.70599127990432,8.81538590385938,8.18428656357584,8.61017379570345
"Twnk",5.87603073659202,5.98948404708421,6.00629148690234,6.11939681923057,6.21749615769737
"Npdc1",7.26926609730512,8.96762334798048,8.79634175461353,8.66684691162907,9.40442273073359
"Or2s2",4.79437094324488,4.26904809447028,4.15416446566879,4.23577361595518,4.24070053822887
"Kcnk13",4.17568987692769,4.07857242640239,4.24512262425533,3.99247131867504,3.80591752595356
"Kcnk12",4.26952974685499,3.87493430142047,4.05559245437947,4.12973030953403,3.99304537502368
"Muc13",4.41752855426484,4.47863584290387,4.4495628466006,4.42442806010992,4.43907013284474
"Akip1",6.78511607395025,7.05152856439109,7.07043894102461,7.2896539128848,7.12372592691219
"C11orf16",5.51024665737351,5.32874989015124,5.3602791846906,5.33194808692489,5.39055573374249
"Tmem9b",8.32705157655298,8.6839953629841,8.61167602996128,7.94443377281672,7.9958657623534
"Nrip3",5.33012198601836,5.88987879083694,5.65632825693761,6.21556171737114,5.22595871924857
"Ascl3",4.72818277285726,4.58888920846487,4.81625398392576,4.43632839422096,4.56353393924927
"Sar1a",8.80542892636389,9.91492385089112,9.82409518531829,9.35805489024971,9.83669789245951
"Cfap298",7.71571636540311,8.2678786239188,8.18364624176204,8.46239950610073,8.31631325151717
"Psg1",3.80089891820132,3.86192542733386,3.75029488520231,3.81514310996707,3.93836892017201
"B2m",13.7205377673699,13.339850119411,13.339850119411,13.0972140341684,13.339850119411
"Psg2",4.15364657689068,3.73824967127749,3.7921819816725,3.94914347559826,3.56615954632965
"Psg3",3.98263281135057,4.01816243626449,4.07531626215733,3.99879240620279,4.27631781561248
"Psg4",3.9503356475193,4.45731112159615,4.94407693088094,4.12711371498883,3.78332140885033
"Retn",6.2601622211222,4.86567087421748,5.11119183853862,5.50327559540081,5.17309642038786
"Psg5",4.36049484768244,4.64950889620021,4.64509638141476,3.93716520917882,4.22787143774487
"Slc2a4rg",5.67659381389158,6.07073153848213,5.87650789950712,5.87650789950712,6.29127076539465
"Psg9",4.88098932477049,4.65700038257805,4.83068845998392,4.54700785178413,4.70054892932329
"Psg11",3.951521657858,3.48320771959628,3.93173033665319,3.69009530262783,3.95744299801137
"Pskh1",6.04090626632878,6.36583157127159,6.54386526677465,6.12277027624691,6.3570433447633
"Psma1",10.364710586274,10.8250336702014,10.8018605558203,10.5179956747583,10.6593379757968
"Zc3hav1",9.2649950754532,8.58687556527989,8.45602544390889,8.33850552295291,8.47162237614769
"Psma2",8.66917655420159,8.83125013079135,8.89172122078037,8.92660791164492,9.05821136795259
"Slamf8",7.7989406023896,5.65914038970964,5.46294775721859,6.8733717029554,5.44814957077014
"Gpr137",6.24318083226132,5.73758303486888,5.79550522320635,5.72669039162287,5.75656747332318
"Psma3",9.65815950662886,9.91660637711943,9.73285146772409,9.68927154243868,9.65675287975032
"Sphk2",5.88032059039757,5.80836026422012,5.81026576508271,5.84788839691072,6.21361301797826
"Psma4",10.8051339610419,10.9224804893839,11.03225881442,10.9666413282701,11.0686428603763
"Emc7",9.38571205038388,9.68070625832407,9.73138482657567,9.67787217261048,9.56069159644852
"Psma5",6.1401455454361,6.56211444235988,6.63431191449557,6.48627837001185,6.6070903648591
"Psma6",10.5127747405936,10.6593379757968,10.7132673198058,10.7727639216734,10.8183757634723
"Psma7",9.80692640449144,9.78077005482904,9.78077005482904,10.3098412044478,10.0971535947264
"Cdc42se1",9.88014885753099,7.6433164167938,7.54093423483576,7.88672596163647,7.61573714229503
"Uggt1",6.61054916709617,6.78111795012582,6.70680610337152,6.79561682389011,6.44899011953735
"Kcmf1",6.65264179257872,7.06378451781726,6.83469211377493,6.87136708178565,6.86081441792814
"Tm9sf3",9.42100075754497,10.2964933129029,10.2357978861717,9.70220857052058,9.93688146876397
"Psmb1",10.7224800673504,11.0164965804431,11.0645505056737,10.9970309068911,11.274865266508
"Mdm1",6.53894122658573,6.32144909074345,6.21216135175324,5.61728841774973,5.93532827721945
"Lgals14",4.05448658892527,4.22142573916433,4.3094935291136,4.15828932718789,4.22836344468425
"Tcim",7.01994274149569,8.69494963441331,8.78400557861524,8.28967322899592,8.93722386581485
"Agpat3",7.07350626647841,6.67249852023725,6.71277215640406,7.04439702354299,6.85126659348089
"Agpat4",5.98661290970553,6.53795747922188,6.61054916709617,6.53548695335118,5.80502476073942
"Bdh2",6.03850252933117,7.40780321618961,7.1561544415671,5.89417515574399,7.00470488218721
"Anks1b",4.05724328425868,4.06713042717106,4.09796279395655,3.96040136308414,4.08560852347612
"Psmb2",6.87890210657576,6.85327165107852,6.92272102117131,7.08474990802358,7.05969317571694
"Ndufa4l2",6.79011695440261,5.46479833774425,5.3191873957508,6.17927751649401,5.65538704213221
"Pno1",7.61848621394477,7.58337085277795,7.67491812664616,7.66103183260134,7.45421858066458
"Papolb",3.78183441869726,3.66158100415052,3.63157421145942,3.73416167005376,3.83927815274783
"Sh3glb2",5.76937357545626,5.52979926465425,5.51955081894274,5.27197019249483,5.59194045615265
"C15orf39",7.62674997151137,5.93436999863407,6.04282843622954,6.52218427489284,6.31267513362576
"Thap10",5.34839791312856,5.99668007313887,6.13049937517333,6.15366500957971,6.02792163113259
"Psmb3",10.0971535947264,9.76863345252123,9.93348006868524,9.93518350762087,9.58444551372026
"Stard7",9.90325814668312,10.2550173640432,10.1617041644246,10.5688246294618,10.4366823781901
"Map3k7cl",10.2810666220149,6.89500165417818,6.65214623667699,6.83569559493264,7.03827986057816
"Ift46",6.63034963139731,7.01486280191449,7.09447736917778,7.04082980332003,7.11293929983631
"C1galt1",7.96229663523966,7.03675327049126,6.7023298623344,7.10011556996318,6.84724698428373
"Otor",4.56933336244428,4.363768579934,4.16700142752779,4.46639196344185,4.22885976275265
"Exosc5",6.72072470072653,6.18652312384699,6.48824426671228,6.62192957551865,6.64472480188492
"C2orf83",4.26758688608035,4.06109305590492,3.93897014873563,3.77507709910192,4.19442946675252
"Psmb4",10.6104719326682,10.7041378890602,10.8317505170478,10.7759636273924,11.0523204840682
"Sema3g",6.59077230153875,7.62619858049404,7.50522417576398,7.14996920629257,8.71470217693412
"Mccc1",7.74441676807319,8.10420767329619,8.3459499178773,7.59979887676893,9.2564080056733
"Pak6",4.80793430931718,4.77158592955279,4.74398466838098,4.77816305396867,4.65876444592666
"Lxn",8.35546201027762,9.9539727325447,9.96085995125187,9.57252017587194,9.4645354424535
"Ncln",6.18555623596167,5.83168702415724,5.64502821529281,6.55371836146583,5.9104560129515
"Sppl2b",5.4154032611397,5.48703790680443,5.5209455577323,5.56806036159737,5.70115587127157
"Fem1c",7.49553227822557,7.75516160136692,7.70506192835741,7.42643657445008,7.19234210077081
"Psmb5",8.85234030407876,9.6736280740397,9.87525469145114,10.0227356178528,9.85263153731537
"Ca10",4.05614271834914,3.97389931841498,3.89026975240144,3.98495709434462,3.99016546923191
"Smco4",9.81626861327812,8.21703817372616,8.209939043623,8.41320795685463,7.89023659977905
"Ccdc177",4.37216381354334,4.21993736231144,4.55506116272466,4.2534549888402,4.4495628466006
"Pmepa1",8.32167723204387,9.16389309625887,9.02162844571192,9.13088654317803,8.80377969677589
"Arntl2",5.63750187739227,6.13049937517333,6.18362288700166,5.85361192859515,5.45000175560118
"Psmb6",8.82873939045376,9.11611405596375,9.23307059610204,9.89331454918404,9.52836092446335
"Dusp22",9.10048309236263,8.70204285360202,8.81871142825861,8.32301437867062,8.83545797552305
"Hmces",6.68840175236402,6.85025657552791,6.9242326172193,6.98794672610143,7.57026852724182
"Cmc2",9.26176424686149,9.09757751759905,9.19965261807815,9.45108896269817,9.28447120176329
"Eny2",6.20683010904965,6.59176278237799,6.67995373172791,6.30439092842895,6.43968018007642
"Olfml3",9.20275453881064,10.1222252216551,10.1457711739833,9.84464158537975,9.80382908456805
"Mrps22",8.31029506418415,8.77012141903144,8.88223031303573,8.65445945685373,8.95594176441404
"Emsy",5.81312543990848,6.4587943822958,6.29127076539465,5.93628663036182,5.94779326863278
"Mff",8.03648165572938,8.43627667436662,8.52126148799101,8.28834377524037,8.30029871304308
"Sdr39u1",8.11044285516506,8.36090192633529,8.45814623457243,8.69573927126993,8.84895100310266
"Xab2",4.61639366987063,4.91383011120889,4.67989485530439,4.58666901308538,4.87880092237367
"Psmb7",9.30418667483178,9.6153756694408,9.84623567635178,9.91997186202203,9.83829731506079
"Smyd2",8.25540918654682,8.73221621204068,8.66065187067151,8.88223031303573,8.51834390425884
"C5orf15",10.4171079581428,11.0934879688239,10.92972903959,10.633204019165,10.6076523243159
"Nt5m",5.70115587127157,5.01481673657315,5.03111338094007,5.10408237255489,5.08946053281691
"Nit2",7.75346127029691,8.60640662490164,8.85658535092414,8.34053143861401,8.93102758531744
"Mepe",4.8018088545298,5.06997619006443,4.6957234895215,4.74398466838098,4.65700038257805
"Otud7b",4.96163135603997,5.32829347604249,5.32101018306729,5.16460397560203,5.31236074778687
"Psmb8",9.79766448786667,8.39725990820481,8.54462112606866,8.2547536975779,8.56971737644008
"Parp6",7.52791346904257,7.48261809516107,7.63446602242072,7.55178409325006,7.4879930845002
"Pyy",5.06642504338257,5.10852725339266,5.05979093452651,4.95372610468751,5.3214653140783
"Prdm8",4.27292560304698,3.947352702549,4.29225014187188,4.4235057595845,4.11128005110378
"Prdm9",4.39215242727593,3.86258120202292,3.85466823105861,3.94376485741788,4.0350473351966
"Psmb9",11.0125772782396,8.26853780370223,8.65987274440607,8.51907667165684,9.07538766211108
"Prdm10",6.7581373078752,6.9560525807167,6.82516227658969,6.52661682002671,6.55816617893467
"Prdm11",4.40647940712776,4.60530236794324,4.68869380883544,4.66184848473408,4.82456828161264
"Poglut1",7.42537381062211,7.7789691466323,7.62784923139174,7.56373950378264,7.6726819841842
"Psmg2",10.26579278512,11.0482921272094,10.9817370456056,10.5964067767381,11.0727485465129
"Adprm",5.76984704535861,6.08035677515967,5.93963983282873,5.41309961709665,5.64832576856854
"Dtwd1",6.71774260923461,7.88029451629944,7.82187354669992,7.31271725693219,7.91255056599912
"Bbx",8.18109577045688,8.62458972428921,8.39173039203608,7.98864382451296,8.53000530892299
"Psmb10",9.68927154243868,7.51331305236272,7.6726819841842,8.26261804854719,8.25084082640362
"Kif15",4.24806620623879,4.31901931782313,5.02537218695343,4.6895726287691,4.07477137111405
"Tomm22",6.82817052030692,7.19648177592807,7.38283917913499,7.19545084286463,7.44352027490138
"Chpt1",10.4767426928564,9.68784503990269,9.81159292136382,9.06869490545775,9.65957128455243
"Tulp4",5.48332780950213,6.29467350844501,6.13098073457269,6.08999787212527,6.02551016833095
"Slc12a9",6.37706193149257,5.43476300316068,5.42415140798386,5.58398353641459,5.60226397269272
"Coq8a",6.47252894433259,6.25676236527953,6.31511142296089,7.71459324761228,7.28180063293189
"Ctnnbip1",7.35797724552541,7.5289977711353,7.66048098297428,7.41312645526885,8.01945589849231
"Baat",4.8700440644885,4.49038787356444,4.53537483914059,4.52326953134167,4.3889134034315
"Gsn-as1",4.36143282466547,4.42534690888285,4.49264333291973,4.51922303445215,4.63671286078748
"Sdhaf3",5.61447118218866,5.60226397269272,5.7300043363577,5.86552613383045,5.81408088630128
"Ccdc47",8.72344609996737,9.26929681570613,9.20690749267597,9.23624026028063,8.98393819653976
"Ackr3",11.0282983070161,11.7718858582356,11.6401355223688,11.1405217770718,11.5046154475417
"Psmc2",7.2536195897871,7.81554745939946,7.7995136198701,7.69947533704046,7.45902747214796
"Coq9",7.36590233275512,7.30957028515001,7.32688744509366,8.40071735104717,7.60913667307427
"Ccnl1",9.50299035626621,9.2779388939859,9.23835054634982,8.52927721925283,9.33087230284156
"Ciapin1",6.72271096973643,7.2933196974871,7.42697046491676,7.40408176429259,7.2656127807345
"Psmc3",7.94265982303686,7.52412331969461,7.88438695725563,8.5712070776086,7.86168800868171
"Vps35l",7.54364716532694,7.91902986952372,8.0109566494789,7.93140934546041,7.90667713801686
"Slc17a7",5.50327559540081,5.7096639827655,5.82407472513176,5.12361024818829,5.69218559291426
"Rsrp1",10.9044485737144,10.6217981713016,10.5525678868909,9.75960236097153,10.2231725303718
"Ankmy2",8.21380580357773,9.50425274670417,9.45717115538153,8.61773848587554,9.02535149551341
"Psmc4",7.92374159421196,7.59267785771585,7.67547385231618,8.00190785651462,7.53930714817162
"Twsg1",8.02430747754013,9.11709397711913,9.193474636241,8.76361861216378,8.5578777545689
"Plscr2",4.35956401374972,4.08182304417699,4.16444406453492,4.28743842967105,4.29416647155166
"Psmc5",9.55938569885739,9.61130570798212,9.65116050289266,10.177825238489,9.99942490590734
"Utp3",8.61470013701921,8.72902141529227,8.75067750341757,8.69338293174535,8.64369311567541
"Chrna10",4.88973885381137,4.39584681812386,4.34453811036384,4.61506083189611,4.64421310443246
"Pcbp4",6.40590126478332,6.63034963139731,6.42596207349104,6.84875441334502,6.93785666216081
"Ddx24",8.6215405414498,8.9363359023994,8.79469929427322,8.85913430693558,9.12102914719794
"Psmd1",8.85913430693558,9.34780451604537,9.17607806242242,9.54637446632191,9.07922058959652
"Psmd2",8.64446238005612,9.02070397216896,9.28338664634728,9.735796808738,9.44987556150279
"Slc17a6",3.69823215184154,3.81795917022458,3.75187957689176,3.67133829052979,3.94136672033616
"Plscr4",9.08307108251769,10.7985872371725,10.4025924548728,9.45230343570642,10.6711416572106
"Entpd7",5.21249360094097,5.71345429806874,5.69407321301062,6.75863696630838,5.15790845772365
"Psmd3",8.07818188789048,7.71290569095862,7.70897055312856,9.03936092358822,8.66142296282001
"Cass4",4.11392932498731,3.91524749301938,3.6664933595659,3.78183441869726,3.76439434923
"Pcnp",9.84305965358167,10.3740760318385,10.4244214294994,9.44745545678187,10.0354549342054
"Rpgrip1",5.99188133655625,4.81056004651151,4.80355959726124,4.4345017333855,4.77859875905508
"Parp11",4.66800830364361,4.78297873786567,4.61018339677736,4.68605045168063,4.80705877336334
"Aven",6.44556082104693,7.31848469886133,7.31324259528983,7.73088673370228,7.31324259528983
"Bach1",5.5391159863177,5.14140325814622,5.09565532923342,5.26518947704683,4.88624356546788
"Psmd4",9.84943191617811,9.28556758416344,9.43176213161319,10.0838333826005,9.97824389793047
"Ano2",4.50301860614331,4.85429449671911,4.78517267011381,4.47319759528004,4.85079771969067
"C12orf4",6.61796636811233,7.43763188033835,7.29646475222255,7.06225021922221,7.09857923800131
"Tigar",7.75063253499269,7.28337057301023,7.30957028515001,7.71796691577385,6.59819004809615
"Pnpla2",7.45528622299985,6.70829683719571,6.71774260923461,6.8819130602664,7.35322890467255
"Cysltr2",4.48225120466256,4.20496716699529,4.1086275000438,4.18330579027252,4.03056700714461
"Pdss2",6.72719306016528,7.64608283228041,7.68272493873313,7.15512579845816,7.34004897289569
"Rexo4",6.29564801737373,5.96311781557104,6.05677786627713,6.77861295728257,6.912636577109
"Psmd5",8.26853780370223,8.97213772119035,8.7799196156362,8.3076302009694,8.43206420327985
"Hrasls",5.89369736976408,4.14485306329129,4.47274379770507,6.40345373273748,4.01022217656363
"Rab25",4.44728856731934,4.2333045891132,4.28019612483009,4.11392932498731,4.14537307077156
"Trpc7",3.67421127905828,3.58333330152315,3.79873102194265,3.61826098533017,3.58461225782773
"Pglyrp4",5.00336666760254,4.94144611970507,5.1766644727538,4.77903680166707,4.79130009257585
"Znf695",3.72504527827615,3.90967940313415,3.59707551524495,3.6789604175031,3.56203066015957
"Ints12",7.26248223559853,7.74215773102895,7.67937599418152,7.27971328631063,7.48261809516107
"Camk1d",7.19182492335999,6.99302563174578,7.25935547709677,6.49119252912477,5.78601211753535
"Eppin",3.83927815274783,4.02098935908817,3.89595604682727,3.79800732892942,3.68456462852816
"Nup107",8.3704458505686,9.43176213161319,9.22045224891916,8.76687363736099,9.13585677015674
"Cd248",8.32638301623914,9.87363480825991,9.97650200333531,9.70653024532505,9.50425274670417
"Plxdc1",6.98592140973213,8.589129138635,8.9012580890875,8.81954509637921,7.65771138643428
"Cd177",6.97580483534675,5.17041793588107,5.36760262484529,5.13962482200848,4.9875459222451
"Rhbg",5.99668007313887,5.59897995675436,5.72290378906488,5.67564641674057,5.49260218554759
"Lyrm4",6.63580202107997,7.24319600889804,7.36907316176478,7.1473942067537,7.76195042041072
"Psmd7",9.06964639465552,9.39153557287939,9.49296947137771,9.89826243682633,9.31303540976866
"Atp13a1",7.25622608676818,6.61796636811233,6.72370504863689,7.46009758176814,6.95403383332589
"Chmp1b",8.49883913737665,7.44619655911893,7.45528622299985,7.18095574280975,7.34215651490365
"Man1c1",7.1473942067537,8.49309398062256,8.49596369060254,7.4333691509362,8.11418627154561
"Apmap",10.4920582863911,8.93102758531744,9.11317739643166,9.08788877142867,10.2987045943139
"Psmd8",8.58987580939578,8.5593567246485,8.87021407019758,9.31414554832689,8.93279877410885
"Rnpepl1",7.11089106467041,6.35459986337009,6.53598355668254,6.9697328778188,6.77611415995796
"Rtn4",11.9523022947584,12.2029379600048,12.0850334422592,12.3107601320001,12.4521000643645
"Pak5",3.88391734347483,3.98495709434462,3.85068201188058,3.91462962046851,4.06986507488133
"Tmem159",6.39709836043227,7.38443087449665,7.27344486599157,8.13800814514614,7.21099648494466
"Scyl3",6.43331415020238,7.1742382423286,6.96821156929992,6.43037253774706,6.95655952521157
"Ralgapb",6.88241772845482,7.03369521891151,6.8773949700969,6.87438225117693,6.65561118371279
"Lyrm1",9.22464016001928,8.95325245926254,9.00774733606995,8.70204285360202,9.66939466876442
"Psmd9",7.06020400079843,6.96517760755093,7.0021662932832,6.91364581972036,6.98541654954781
"Smim8",4.92521484009065,5.43798918994411,5.26112285126947,5.09787293500125,5.37355805757875
"Lyzl6",5.19367431417589,4.97130196467852,5.17398590869311,5.00732953567061,4.84161315782699
"Slurp1",4.17619709713406,4.45093139606035,4.22885976275265,4.2772907506993,4.23873076265915
"Smurf1",5.06023473204385,5.21384027461979,5.06997619006443,5.00600857161679,5.20845607644749
"Phtf2",5.13784316695954,5.48749965851948,5.67423190987326,5.18472469933696,5.26564127733503
"Jph2",5.3000806135024,5.24982463797966,4.98052143736513,5.45000175560118,5.17443151227958
"Psmd10",8.38347791628318,8.98484877147468,9.02256055040955,8.60037361980402,8.62686942552421
"Peli2",8.79551942321365,7.96110808452522,7.89023659977905,6.41372081571533,7.66213639743336
"Peli1",10.8317505170478,9.4377867289736,9.45594390208702,8.75633206908883,9.11317739643166
"Gjc2",5.94107949883099,6.01109754511951,5.92002110849562,5.94155906430379,5.92097432558093
"Psmd11",6.88594516563271,7.60144388946329,7.5073821723061,7.65660326411385,7.2536195897871
"Dolpp1",6.4514404572742,6.47695044563636,6.39317505697863,6.7566387602774,6.81114385056339
"Camk1g",4.55506116272466,4.44089774973502,4.64156524195218,4.69923516729443,4.82019113107786
"Coro1b",8.33310349886974,7.70953499404298,7.70450266237457,8.24366229201374,8.10358398169837
"Zmiz1",10.3188652825106,10.8727797244421,10.731751439038,10.4440971390848,10.3120894580228
"Psmd12",8.52126148799101,8.66762523192532,8.77093959071522,8.73542240952447,8.63297097059232
"Actr3b",5.44814957077014,5.49260218554759,5.56993209337043,5.40158004497405,5.2751446006163
"Nipal3",6.48824426671228,6.35020951131258,6.19813314083382,6.29952816333852,6.32534114525272
"Thoc2",7.54419156140666,8.3513778225699,8.28767929547818,7.91255056599912,8.04319209161667
"Adamtsl3",5.89035272478298,6.54583904630186,5.93293573776644,5.49584459316687,5.9487491471234
"Psmd13",7.86168800868171,7.4141877699925,7.70283177178879,7.99225649537496,7.6676861609581
"Vn1r1",4.25541045267402,4.29464614286991,4.23429316998366,4.41293045931806,4.57734582957198
"Mcoln1",8.12733290018519,7.60638839657984,7.71852798297047,8.07510153865421,7.80694889789758
"Atp10a",6.71327253671083,7.10319302130256,7.21669132703591,6.85679094142777,6.58978358315592
"Atp8b2",7.27709210574489,7.83912604938874,8.0701742954725,7.59542035899821,7.41950885106827
"Bad",6.23640358603017,6.2262095156496,6.48185695392058,6.49267184470799,7.03980842239993
"Psme1",10.8938098437966,9.96259164965261,10.0047558213819,9.58046918948673,10.1028940621122
"Atp10d",7.72302241450159,8.28370911100511,8.22546876721038,7.43603158522187,7.61848621394477
"Znf248",5.39377408569528,6.14062892911882,6.21021902842789,5.86171212400534,5.89369736976408
"Adgrg6",5.91906541282441,6.67150036669826,6.82716674327746,4.89543634761287,6.80463096070288
"Tp73-as1",5.52700403287822,5.46618679011195,5.58351515339633,5.49028098777396,5.75561537637675
"Spryd7",4.37403175467855,4.99632417088579,5.01305253656474,4.93662209361631,4.83112352262179
"Cemip",5.82263942266431,6.53302219653114,5.57133448198024,7.45368323605523,4.77640713389
"Thap11",7.97124703341234,8.26590781591056,8.18620465624977,8.38829602026927,8.23715308805504
"Smagp",5.8055003636161,6.5079051534896,6.5364783479618,6.63530830617592,6.69933952943645
"Psph",5.49028098777396,5.56244781184548,5.92767274789226,6.36534216958158,6.05196107762961
"Ptafr",9.08596714828744,6.21894547220312,6.35508927842021,6.80212398299826,6.02839875309138
"Ptbp1",9.24258141810858,9.7536038873125,9.85423792268943,9.97824389793047,9.94369466391849
"Ptch1",4.5407447213647,4.8731091843466,4.77333781345954,4.45867257930547,4.72686766526823
"Pten",9.31971240387256,8.63067975012695,8.51471576181813,7.95752427216658,8.61470013701921
"Ptgdr",4.10064176266413,5.10319591318691,4.82500287538113,4.36189870843705,5.08103912167802
"Bag1",9.13685785744997,7.2583142779903,7.38178029069549,7.53278555733049,7.62674997151137
"Ptgds",8.01763896390654,7.80522995741171,7.7926508281899,8.5928668023702,8.9866687233742
"Ptger1",6.22330238154075,6.09240625866019,6.12228919103953,5.89847681773409,6.3853590118177
"Ptger2",7.51546672622173,6.04475001224526,5.8402536126441,6.07024725964165,5.14318228837136
"Pbxip1",6.91515536700221,6.47007093376762,6.46222255041203,6.88292468285726,6.85176557662974
"Ptger3",4.63935732413521,4.89719051900379,5.09521218664507,4.74267098796388,5.80026447783983
"Cbx8",4.32329308841764,4.59022098596961,4.3972411347695,4.48903505991735,4.67857276055487
"Rcn3",6.98187424630038,7.27604982574788,7.51331305236272,8.20671649895178,6.96163001505809
"Znf287",4.42855688230093,5.08413759789588,5.22640910850777,4.50346962340928,4.89280730662705
"Senp7",6.21264268623733,5.85074864327999,6.68492439503363,5.3055367881305,5.42968607093736
"Jph3",4.58933096449767,4.30135914460393,4.31759065631541,4.25638977047544,4.36470039597123
"Ptger4",8.42926691284257,8.53875993958802,7.97364436956181,7.10422077277633,8.95325245926254
"Znf304",6.40247819481697,7.08987496098599,6.95909208177145,6.27814954372712,6.57050694275659
"Ttyh1",4.11921516622341,4.51697631061244,4.50211804945744,4.40417079888412,4.64730133699824
"Gjd2",4.93135372160029,5.01965156371676,5.16997073829594,4.98052143736513,5.03067228258643
"Ptgfr",6.32729002117038,6.95453848363843,7.10781155784144,7.17991788542211,7.10576108865089
"Aicda",3.92504267407976,4.21894168881621,4.06713042717106,3.94854861639454,3.91524749301938
"Mrs2",6.12132585358405,6.59027773852219,6.61351463551116,6.54337440662946,6.63580202107997
"Ptgir",6.83921301095868,6.10926440359474,6.15027956723226,6.48381647777287,6.26696652428296
"Clk4",8.45247458161753,8.88739800101241,8.7266262502867,8.17471335398196,8.67617912693385
"Ptgis",4.45138891101492,4.81450427502474,4.99149386905686,6.1358049413701,4.50932049189255
"S100a14",4.85298035740326,4.87442433599538,4.99632417088579,4.62126258356374,4.74705049800244
"Rab22a",7.92491840110292,8.21380580357773,8.30696281473211,7.90785283533919,7.91373271867098
"Cyp20a1",6.46565228934612,7.09807037452763,7.2270750627603,6.77511627001963,6.91213095930272
"Spc25",3.83179716317454,3.79144920624935,3.76900600382373,4.4709317614616,3.77432346158842
"Abhd6",5.83168702415724,6.24221133373729,6.22960906339994,5.64926469410345,6.6036290528248
"Lrtm1",3.95092922832828,3.74950384803406,3.79800732892942,3.84129755450294,3.77128801207724
"Pth",3.32667186586103,3.46856270521795,3.35794878246735,3.46856270521795,3.38945082515071
"C3orf14",5.51071304021366,5.93915893897077,5.87555470240702,5.62433113181001,5.37768606897303
"Wdr18",6.64273666831186,6.29127076539465,6.32680168365952,7.34162877860352,6.97175555384569
"Slc24a3",7.57081445796907,7.35322890467255,7.33847212955662,7.86807784153955,7.2583142779903
"Ptgs1",8.84135526530333,6.64868593180692,6.0183033715421,7.31114389611111,6.20200263152843
"Ptgs2",7.00013224486579,4.50751871134846,4.13025327908228,5.31964275726396,5.88701419895668
"Pthlh",4.02155363398322,6.38243039843099,6.50643626169118,7.31533889391308,4.21795007029151
"Ndrg3",6.71177981216791,6.77261951668966,6.77661256824066,6.58186556905469,6.5957131960554
"Ndrg2",6.58087563704214,7.24684424701258,7.46224294245533,8.95594176441404,7.83566841779664
"Pth1r",5.53958414412092,5.51955081894274,5.35524744858752,5.93484705197705,6.71923386707259
"Pth2r",4.04007890123066,5.52187833601203,5.67564641674057,3.95981260524088,5.40020545520088
"Ppm1h",4.72336217242884,5.18158184735113,5.16147610167825,4.65876444592666,4.88273870966246
"Scaf4",6.1237378518895,6.54139657546009,6.49512948057378,6.1778236327312,6.41617090906292
"Slc12a5",4.08884176604026,4.06164496795715,4.16853880482605,4.23971535386619,4.17568987692769
"Ptk2",7.90432558967931,9.25214687226728,9.24895704097423,8.62534718928848,8.92572924256786
"Lrrc47",8.67150382781225,8.93987922096541,8.97213772119035,9.68213183522595,9.33535531506317
"Cnot6",7.77783020201914,7.97124703341234,7.85472506542241,7.58938800769428,7.54745091598781
"Znf512b",5.9995664352578,7.26300424009059,7.33952278195121,7.60529518228949,7.31848469886133
"Gramd1b",6.21458668271392,5.52467652182554,5.62433113181001,5.88175545740208,5.49630999400163
"Heg1",9.30198330032178,10.54719312479,10.4946357138321,10.4490722178704,9.87851243396963
"Mkl2",5.82168923324732,5.36165257379905,5.57742431311413,5.40987296109412,5.4319939660687
"Kidins220",9.06391691853783,9.66238468889178,9.52579648374417,8.73142100167689,9.01606778925271
"Adgrb1",5.35479303986589,4.92214216217872,5.12627834250078,5.16952273601722,5.05404875316625
"Nlgn4x",6.75763733076545,6.63332152264912,6.21604295638029,6.35459986337009,5.46156417311621
"Mavs",7.19285963336235,6.88594516563271,6.85427762338925,7.26039822909116,7.15254896605606
"Mtus1",7.18613163548207,8.78893746337718,8.77337838412454,8.41600250288917,8.30896032780727
"Caskin2",5.55078253058153,6.41127560136079,6.51134926065392,6.40247819481697,6.84423352006126
"Serinc1",11.0768554406121,11.5735128629894,11.4687672432364,10.8051339610419,11.255331987784
"Nynrin",5.86409827303332,7.03929932539302,6.99201032203697,5.84120682825847,6.57395728039189
"Ptk6",5.90662470302279,5.67470188127388,5.43337644056108,5.44953896104257,5.35524744858752
"Kiaa1324",6.61302143142291,4.36096282307498,4.28888375463597,4.38566691633062,4.27534423805089
"Alpk3",4.8324359943421,5.07528751549935,5.32601847116053,6.68243883407502,5.60367118102437
