"","B cell","Dendritic cell","Macrophage","Neutrophil","T cell","Basophil","Monocyte","NK cell"
"Lck",35.7142857142857,14.9253731343284,7.2463768115942,0,216.666666666667,11.4613180515759,0,525.714285714286
"Ly6g",0,0,0,0,0,676.21776504298,116.022099447514,8.57142857142857
"Lyz1",0,22.3880597014925,144.927536231884,692.307692307692,0,20.0573065902579,16.5745856353591,0
"Mcemp1",0,126.865671641791,32.6086956521739,384.615384615385,0,736.389684813754,337.016574585635,37.1428571428571
"Mfsd7a",0,0,3.6231884057971,0,0,0,33.1491712707182,0
"Mmp25",0,7.46268656716418,0,0,0,25.7879656160458,0,0
"Ms4a2",0,0,0,0,0,51.5759312320917,0,0
"Ms4a4b",0,7.46268656716418,7.2463768115942,0,400,14.3266475644699,55.2486187845304,1734.28571428571
"Mzb1",678.571428571429,0,0,0,0,5.73065902578797,5.52486187845304,51.4285714285714
"Ncr1",0,0,0,0,0,0,0,645.714285714286
"Nkg7",0,0,21.7391304347826,0,933.333333333333,246.418338108883,110.497237569061,3260
"Nudt17",0,37.3134328358209,0,0,0,0,5.52486187845304,0
"Olr1",0,0,0,0,0,37.2492836676218,0,0
"Padi4",0,0,7.2463768115942,0,0,94.5558739255014,33.1491712707182,8.57142857142857
"Prf1",0,0,0,0,83.3333333333333,0,0,491.428571428571
"Prg3",0,0,0,0,0,14.3266475644699,11.0497237569061,0
"Prss57",0,0,0,0,0,131.805157593123,33.1491712707182,0
"Rab44",0,0,0,153.846153846154,0,134.670487106017,60.7734806629834,5.71428571428571
"Rasgrp4",0,37.3134328358209,10.8695652173913,0,0,169.054441260745,116.022099447514,22.8571428571429
"Retnlg",0,0,0,2000,0,8.59598853868195,187.845303867403,245.714285714286
"Rgs18",0,14.9253731343284,0,0,0,74.4985673352435,38.6740331491713,5.71428571428571
"Sh2d1a",0,0,0,0,66.6666666666667,0,0,105.714285714286
"Sh2d2a",35.7142857142857,0,3.6231884057971,0,300,0,5.52486187845304,194.285714285714
"Siglecf",0,0,0,0,0,8.59598853868195,11.0497237569061,0
"Skint3",0,22.3880597014925,21.7391304347826,0,0,0,5.52486187845304,8.57142857142857
"Slamf8",0,82.089552238806,134.057971014493,0,0,2.86532951289398,16.5745856353591,11.4285714285714
"Spib",35.7142857142857,7.46268656716418,10.8695652173913,0,0,17.1919770773639,33.1491712707182,54.2857142857143
"Tal1",0,0,0,0,0,2.86532951289398,0,0
"Tarm1",0,0,10.8695652173913,153.846153846154,16.6666666666667,5.73065902578797,0,0
"Tcf7",0,0,0,0,66.6666666666667,2.86532951289398,0,80
"Tgtp2",0,29.8507462686567,14.4927536231884,0,0,0,11.0497237569061,22.8571428571429
"Themis",0,0,0,0,50,2.86532951289398,0,11.4285714285714
"Tlr13",0,0,21.7391304347826,0,0,0,66.2983425414365,5.71428571428571
"Tnfrsf13c",71.4285714285714,14.9253731343284,0,0,0,0,5.52486187845304,28.5714285714286
"Tnfrsf18",0,22.3880597014925,3.6231884057971,0,166.666666666667,25.7879656160458,0,80
"Tnip3",0,328.358208955224,21.7391304347826,76.9230769230769,0,0,0,0
"Trac",0,22.3880597014925,0,0,650,0,0,100
"Xlr4b",0,0,3.6231884057971,0,16.6666666666667,2.86532951289398,16.5745856353591,5.71428571428571
"Zap70",0,0,0,0,66.6666666666667,2.86532951289398,0,77.1428571428571
"9830107B12Rik",0,0,0,153.846153846154,0,77.3638968481375,5.52486187845304,0
"A530030E21Rik",0,0,0,0,0,0,0,14.2857142857143
"Arhgef37",0,0,3.6231884057971,0,0,0,0,2.85714285714286
"Camp",0,0,0,0,0,56000,22.0994475138122,0
"Cd40lg",0,0,0,0,0,0,0,2.85714285714286
"Cebpe",0,0,0,0,0,1143.2664756447,93.9226519337017,11.4285714285714
"Gfi1b",0,0,0,0,0,2.86532951289398,11.0497237569061,0
"Gm16194",0,0,0,0,0,5.73065902578797,0,0
"Gm43291",0,0,3.6231884057971,0,0,5.73065902578797,0,17.1428571428571
"Ngp",0,0,0,0,0,70349.5702005731,11.0497237569061,22.8571428571429
"Pax5",0,0,3.6231884057971,0,0,0,11.0497237569061,28.5714285714286
"Prg2",107.142857142857,0,0,0,0,57.3065902578797,38.6740331491713,2.85714285714286
"Clec4a4",0,0,0,0,0,0,5.52486187845304,2.85714285714286
"Ear6",0,0,0,0,0,5.73065902578797,11.0497237569061,5.71428571428571
"Epx",0,0,0,0,0,2.86532951289398,16.5745856353591,2.85714285714286
"Gzmk",0,0,0,0,50,0,0,5.71428571428571
