"","B cell","Dendritic cell","Eosinophils","Macrophage","Monocyte","Neutrophil","NK cell","T cell","Basophil"
"Rasgrp4",11.2244897959184,66.8286755771567,50.5050505050505,41.7710944026733,0,41.49377593361,5.98802395209581,8.11688311688312,169.054441260745
"Retnlg",152.040816326531,123.936816524909,656.565656565657,116.123642439432,272.727272727273,3282.15767634855,173.652694610778,118.506493506493,8.59598853868195
"Rgs18",7.14285714285714,47.3876063183475,0,10.8604845446951,0,12.448132780083,2.9940119760479,0,74.4985673352435
"Sh2d1a",0,0,0,2.5062656641604,0,12.448132780083,74.8502994011976,71.4285714285714,0
"Sh2d2a",16.3265306122449,8.50546780072904,0,5.0125313283208,0,20.746887966805,230.538922155689,107.142857142857,0
"Siglecf",4.08163265306122,13.3657351154313,0,126.148705096074,0,16.597510373444,2.9940119760479,6.49350649350649,8.59598853868195
"Skint3",2.04081632653061,18.2260024301337,0,17.5438596491228,0,4.149377593361,0,0,0
"Slamf8",5.10204081632653,55.8930741190766,0,17.5438596491228,181.818181818182,4.149377593361,2.9940119760479,4.87012987012987,2.86532951289398
"Spib",183.673469387755,17.0109356014581,20.2020202020202,4.17710944026734,0,33.195020746888,8.98203592814371,6.49350649350649,17.1919770773639
"Tal1",2.04081632653061,0,0,2.5062656641604,0,4.149377593361,0,0,2.86532951289398
"Tarm1",3.06122448979592,1.21506682867558,30.3030303030303,0.835421888053467,0,58.0912863070539,0,0,5.73065902578797
"Tcf7",6.12244897959184,3.64520048602673,0,4.17710944026734,0,4.149377593361,26.9461077844311,189.935064935065,2.86532951289398
"Tgtp2",10.2040816326531,6.07533414337789,0,10.0250626566416,0,0,23.9520958083832,37.3376623376623,0
"Themis",4.08163265306122,2.43013365735115,0,2.5062656641604,0,4.149377593361,2.9940119760479,42.2077922077922,2.86532951289398
"Tlr13",8.16326530612245,31.591737545565,20.2020202020202,25.8980785296575,90.9090909090909,29.045643153527,2.9940119760479,3.24675324675325,0
"Tlr5",0,0,10.1010101010101,1.67084377610693,0,0,0,0,0
"Tnfrsf13c",73.469387755102,6.07533414337789,10.1010101010101,2.5062656641604,0,16.597510373444,0,1.62337662337662,0
"Tnfrsf18",10.2040816326531,35.2369380315917,10.1010101010101,15.8730158730159,0,4.149377593361,68.8622754491018,56.8181818181818,25.7879656160458
"Tnip3",3.06122448979592,105.710814094775,0,20.0501253132832,0,4.149377593361,2.9940119760479,3.24675324675325,0
"Trac",19.3877551020408,19.4410692588092,30.3030303030303,15.0375939849624,0,41.49377593361,104.790419161677,407.467532467532,0
"Xlr4b",15.3061224489796,10.9356014580802,10.1010101010101,11.6959064327485,0,4.149377593361,32.934131736527,25.974025974026,2.86532951289398
"Zap70",4.08163265306122,4.86026731470231,10.1010101010101,2.5062656641604,0,4.149377593361,74.8502994011976,63.3116883116883,2.86532951289398
"9830107B12Rik",2.04081632653061,2.43013365735115,0,0.835421888053467,0,20.746887966805,0,0,77.3638968481375
"A530030E21Rik",15.3061224489796,1.21506682867558,0,0.835421888053467,0,0,0,0,0
"Arhgef37",0,2.43013365735115,0,5.84795321637427,0,4.149377593361,0,0,0
"Camp",35.7142857142857,37.6670716889429,30.3030303030303,28.4043441938179,0,3547.71784232365,38.9221556886228,29.2207792207792,56000
"Cd40lg",1.02040816326531,0,0,1.67084377610693,0,8.29875518672199,2.9940119760479,11.3636363636364,0
"Cebpe",1.02040816326531,0,0,5.0125313283208,0,24.896265560166,0,0,1143.2664756447
"Gfi1b",0,1.21506682867558,0,0.835421888053467,0,0,0,0,2.86532951289398
"Gm13814",0,0,0,1.67084377610693,0,0,0,0,0
"Gm16194",0,2.43013365735115,0,0.835421888053467,0,0,0,0,5.73065902578797
"Gm43291",55.1020408163265,4.86026731470231,10.1010101010101,2.5062656641604,0,12.448132780083,0,3.24675324675325,5.73065902578797
"Ngp",48.9795918367347,36.4520048602673,20.2020202020202,28.4043441938179,0,4983.40248962656,35.9281437125749,27.5974025974026,70349.5702005731
"Pax5",104.081632653061,7.29040097205346,10.1010101010101,4.17710944026734,0,4.149377593361,11.9760479041916,4.87012987012987,0
"Prg2",13.265306122449,0,0,0,0,0,0,0,57.3065902578797
"Ccr6",9.18367346938776,1.21506682867558,0,1.67084377610693,0,0,0,12.987012987013,0
"Clec4a4",0,2.43013365735115,0,0.835421888053467,0,0,0,0,0
"Ear6",1.02040816326531,1.21506682867558,0,29.2397660818713,0,0,0,0,5.73065902578797
"Epx",0,0,0,0,0,0,0,0,2.86532951289398
"Gzmk",2.04081632653061,0,0,2.5062656641604,0,0,5.98802395209581,11.3636363636364,0
"Tmigd3",1.02040816326531,0,0,3.34168755221387,0,0,0,1.62337662337662,0
"Tlr8",1.02040816326531,0,0,0.835421888053467,0,0,0,0,0
"4930430E12Rik",0,2.43013365735115,0,13.3667502088555,0,0,0,0,0
"Gm6209",0,0,0,1.67084377610693,0,0,0,0,0
